FECHA,HORA,MER,TLA,COY,UIZ,SJA,SAG,PER,CAM,ACO
18/02/08,16,15,26,11,-9999,23,21,54,23,8
18/02/08,17,16,22,13,-9999,20,35,-9999,17,23
18/02/08,18,15,20,11,-9999,16,50,86,23,34
18/02/08,19,14,23,12,-9999,4,39,52,42,32
18/02/08,20,24,58,17,-9999,22,38,44,28,38
18/02/08,21,43,42,-9999,-9999,24,31,55,44,48
18/02/08,22,-9999,38,-9999,-9999,37,40,54,54,38
18/02/08,23,-9999,42,-9999,-9999,38,44,64,41,31
18/02/08,24,-9999,46,38,-9999,37,32,68,39,-9999
19/02/08,1,43,42,41,-9999,29,29,52,56,-9999
19/02/08,2,41,39,40,-9999,39,43,58,61,40
19/02/08,3,42,38,37,-9999,41,49,56,47,40
19/02/08,4,45,41,37,-9999,45,56,52,42,38
19/02/08,5,47,47,41,-9999,36,47,54,45,49
19/02/08,6,47,57,44,-9999,36,46,59,44,41
19/02/08,7,56,63,50,-9999,41,57,65,45,25
19/02/08,8,81,71,73,-9999,48,57,77,54,22
19/02/08,9,108,93,95,-9999,38,65,87,70,31
19/02/08,10,116,117,103,-9999,90,90,100,96,48
19/02/08,11,-9999,114,92,-9999,94,94,103,97,52
19/02/08,12,-9999,73,65,-9999,72,81,93,80,32
19/02/08,13,-9999,76,51,-9999,9,51,48,51,9
19/02/08,14,-9999,62,27,-9999,22,12,-9999,35,-9999
19/02/08,15,-9999,59,22,-9999,17,11,3,34,-9999
19/02/08,16,27,55,27,-9999,31,9,15,39,-9999
19/02/08,17,30,59,21,-9999,33,28,43,42,19
19/02/08,18,25,53,17,-9999,26,44,48,35,24
19/02/08,19,19,34,13,-9999,13,33,48,32,32
19/02/08,20,18,28,16,-9999,34,29,51,30,32
19/02/08,21,16,31,16,-9999,20,27,51,20,31
19/02/08,22,20,29,15,-9999,18,27,57,14,28
19/02/08,23,22,26,17,-9999,22,30,41,23,21
19/02/08,24,23,20,20,-9999,23,39,39,22,24
20/02/08,1,22,18,19,-9999,19,53,48,33,33
20/02/08,2,16,17,18,-9999,25,35,49,28,20
20/02/08,3,15,18,19,-9999,24,35,38,19,24
20/02/08,4,22,23,19,-9999,23,41,37,35,27
20/02/08,5,26,34,20,-9999,21,43,39,29,26
20/02/08,6,32,31,21,-9999,26,43,47,34,28
20/02/08,7,39,27,29,-9999,39,49,59,33,38
20/02/08,8,57,37,36,-9999,70,41,63,52,30
20/02/08,9,51,41,41,-9999,31,27,83,48,26
20/02/08,10,55,48,35,-9999,43,33,85,50,21
20/02/08,11,53,56,33,-9999,51,32,70,59,18
20/02/08,12,33,43,35,-9999,18,30,60,49,14
20/02/08,13,31,33,32,-9999,11,22,37,46,6
20/02/08,14,29,35,22,-9999,34,14,46,35,6
20/02/08,15,25,33,19,-9999,35,23,24,27,8
20/02/08,16,19,29,20,-9999,27,23,30,28,12
20/02/08,17,24,31,22,-9999,28,27,40,30,27
20/02/08,18,24,34,20,-9999,31,37,46,33,33
20/02/08,19,18,24,18,-9999,16,49,54,27,39
20/02/08,20,19,14,25,-9999,24,35,44,25,39
20/02/08,21,18,19,23,-9999,22,29,47,28,32
20/02/08,22,17,30,12,-9999,23,32,57,24,26
20/02/08,23,22,24,15,-9999,23,26,45,31,22
20/02/08,24,14,25,17,-9999,25,31,44,30,31
21/02/08,1,20,24,15,-9999,23,78,41,12,34
21/02/08,2,22,16,17,-9999,23,42,46,9,34
21/02/08,3,20,16,21,-9999,21,32,33,17,38
21/02/08,4,23,17,20,-9999,14,41,37,16,33
21/02/08,5,21,22,20,-9999,22,52,27,18,39
21/02/08,6,24,29,23,-9999,21,35,34,34,41
21/02/08,7,30,39,26,-9999,21,50,43,46,42
21/02/08,8,35,47,28,-9999,37,53,53,9,42
21/02/08,9,52,65,30,-9999,48,52,70,28,32
21/02/08,10,45,58,32,-9999,45,56,93,30,13
21/02/08,11,38,39,44,-9999,31,33,356,35,12
21/02/08,12,33,30,41,-9999,25,19,168,16,16
21/02/08,13,28,31,26,-9999,17,23,64,20,9
21/02/08,14,18,35,16,-9999,14,23,23,29,13
21/02/08,15,18,32,16,-9999,15,26,27,32,11
21/02/08,16,17,26,19,-9999,34,25,36,26,-9999
21/02/08,17,20,27,17,-9999,22,27,32,32,24
21/02/08,18,18,25,14,-9999,27,29,49,28,32
21/02/08,19,17,22,19,-9999,16,33,45,27,36
21/02/08,20,23,17,23,-9999,26,39,52,24,29
21/02/08,21,23,16,18,-9999,20,32,163,21,30
21/02/08,22,13,17,15,-9999,19,31,73,16,26
21/02/08,23,12,16,15,-9999,14,31,195,22,25
21/02/08,24,15,21,16,-9999,12,26,131,22,33
22/02/08,1,19,19,15,-9999,19,30,142,28,38
22/02/08,2,16,19,16,-9999,22,22,77,29,39
22/02/08,3,19,20,16,-9999,31,27,28,20,43
22/02/08,4,21,19,17,-9999,29,33,39,14,28
22/02/08,5,21,19,16,-9999,27,43,41,17,37
22/02/08,6,37,26,21,-9999,38,39,53,37,36
22/02/08,7,45,30,26,-9999,38,41,71,47,45
22/02/08,8,52,46,27,-9999,37,39,78,60,51
22/02/08,9,45,73,29,-9999,20,33,96,49,42
22/02/08,10,43,71,30,-9999,33,32,71,37,22
22/02/08,11,34,57,36,-9999,47,26,70,40,9
22/02/08,12,20,49,37,-9999,47,28,30,37,1
22/02/08,13,17,37,20,-9999,27,14,8,21,-9999
22/02/08,14,19,27,20,-9999,21,14,34,27,4
22/02/08,15,27,30,29,-9999,24,15,8,39,1
22/02/08,16,31,32,34,-9999,26,19,30,33,6
22/02/08,17,35,29,37,-9999,29,21,43,36,10
22/02/08,18,27,28,36,-9999,25,27,44,40,19
22/02/08,19,33,30,31,-9999,9,-9999,57,34,33
22/02/08,20,40,29,33,-9999,29,52,53,38,46
22/02/08,21,46,39,38,-9999,49,50,53,43,38
22/02/08,22,44,78,39,-9999,43,41,66,55,32
22/02/08,23,35,38,27,-9999,27,31,62,51,28
22/02/08,24,37,28,22,-9999,25,38,62,45,26
23/02/08,1,27,28,22,-9999,34,42,124,42,28
23/02/08,2,24,40,25,-9999,35,-9999,138,33,36
23/02/08,3,29,26,25,-9999,50,35,50,35,34
23/02/08,4,28,19,27,-9999,51,47,54,27,32
23/02/08,5,31,20,32,-9999,32,42,59,34,41
23/02/08,6,35,19,38,-9999,31,53,96,26,42
23/02/08,7,47,29,40,-9999,44,53,153,42,37
23/02/08,8,48,60,43,-9999,39,48,154,54,44
23/02/08,9,50,73,46,-9999,12,62,119,53,47
23/02/08,10,53,91,58,-9999,50,59,115,56,37
23/02/08,11,47,80,70,-9999,52,51,73,69,27
23/02/08,12,36,98,44,-9999,28,32,57,64,17
23/02/08,13,23,48,25,-9999,35,26,43,42,16
23/02/08,14,23,38,26,-9999,27,19,35,27,16
23/02/08,15,31,44,33,-9999,25,20,23,41,23
23/02/08,16,32,43,-9999,-9999,28,38,39,40,24
23/02/08,17,26,35,-9999,-9999,21,34,58,50,30
23/02/08,18,27,39,-9999,-9999,35,29,46,37,30
23/02/08,19,29,38,24,-9999,26,35,53,30,32
23/02/08,20,37,35,32,-9999,32,39,310,36,47
23/02/08,21,28,30,25,-9999,37,51,152,42,42
23/02/08,22,22,34,23,-9999,17,41,56,31,44
23/02/08,23,22,32,27,-9999,12,24,61,33,18
23/02/08,24,24,37,28,-9999,28,24,56,40,31
24/02/08,1,31,46,28,-9999,27,28,70,70,30
24/02/08,2,35,46,33,-9999,34,38,63,59,32
24/02/08,3,36,32,33,-9999,41,47,70,41,31
24/02/08,4,32,30,34,-9999,34,47,69,38,36
24/02/08,5,35,31,53,-9999,36,58,105,37,38
24/02/08,6,42,29,59,-9999,40,42,121,33,33
24/02/08,7,47,30,54,-9999,44,45,102,38,35
24/02/08,8,46,41,46,-9999,50,46,104,43,28
24/02/08,9,51,51,51,-9999,13,50,115,28,23
24/02/08,10,62,48,51,-9999,62,69,139,43,23
24/02/08,11,25,32,20,-9999,64,74,86,39,21
24/02/08,12,11,20,10,-9999,-9999,28,71,13,1
24/02/08,13,6,14,3,-9999,26,9,40,-9999,-9999
24/02/08,14,8,7,-9999,-9999,11,7,13,2,-9999
24/02/08,15,16,14,-9999,-9999,10,6,14,3,6
24/02/08,16,8,18,-9999,-9999,11,10,52,13,5
24/02/08,17,9,21,-9999,-9999,7,10,35,17,2
24/02/08,18,17,24,-9999,-9999,13,13,33,20,8
24/02/08,19,19,27,-9999,-9999,2,17,-9999,22,20
24/02/08,20,10,24,6,-9999,17,18,15,17,17
24/02/08,21,8,37,6,-9999,12,12,22,15,19
24/02/08,22,14,42,15,-9999,10,14,39,20,19
24/02/08,23,24,32,18,-9999,5,12,27,29,20
24/02/08,24,18,16,14,-9999,18,14,29,22,10
25/02/08,1,16,12,11,-9999,28,21,28,29,18
25/02/08,2,-9999,11,11,-9999,23,19,30,23,15
25/02/08,3,-9999,14,10,-9999,26,17,35,14,12
25/02/08,4,-9999,19,8,-9999,21,18,36,9,16
25/02/08,5,25,12,7,-9999,33,20,42,9,24
25/02/08,6,35,12,9,-9999,76,44,54,24,24
25/02/08,7,42,19,13,-9999,48,30,186,22,34
25/02/08,8,43,29,20,-9999,24,37,160,30,31
25/02/08,9,38,49,27,-9999,24,28,95,37,18
25/02/08,10,41,57,31,-9999,38,30,118,53,18
25/02/08,11,30,44,33,-9999,40,34,68,50,13
25/02/08,12,25,39,30,-9999,9,26,74,43,7
25/02/08,13,16,27,10,-9999,14,18,63,38,6
25/02/08,14,14,12,18,-9999,24,15,17,39,-9999
25/02/08,15,11,11,15,-9999,19,15,6,-9999,6
25/02/08,16,9,16,11,-9999,18,-9999,4,-9999,5
25/02/08,17,11,21,12,-9999,20,5,14,14,11
25/02/08,18,16,22,15,-9999,15,14,10,24,20
25/02/08,19,20,34,20,-9999,14,21,28,29,21
25/02/08,20,31,36,29,-9999,18,36,58,35,40
25/02/08,21,35,41,33,-9999,39,40,55,47,33
25/02/08,22,40,44,32,-9999,54,41,49,45,25
25/02/08,23,-9999,35,29,-9999,65,26,59,63,42
25/02/08,24,-9999,26,22,-9999,50,31,41,63,40
26/02/08,1,-9999,22,21,-9999,45,66,68,64,29
26/02/08,2,30,25,37,-9999,57,77,79,63,28
26/02/08,3,35,25,47,-9999,58,42,105,54,28
26/02/08,4,45,20,47,-9999,45,39,88,45,26
26/02/08,5,61,32,43,-9999,47,36,90,53,26
26/02/08,6,63,47,39,-9999,49,52,72,49,32
26/02/08,7,64,29,46,-9999,64,59,67,39,26
26/02/08,8,56,38,53,-9999,52,65,67,53,26
26/02/08,9,64,68,49,-9999,23,17,119,65,23
26/02/08,10,67,81,41,-9999,54,36,112,51,28
26/02/08,11,-9999,62,34,-9999,71,53,69,70,29
26/02/08,12,-9999,32,24,-9999,25,58,-9999,38,25
26/02/08,13,-9999,19,18,-9999,36,36,-9999,23,8
26/02/08,14,-9999,19,23,-9999,28,10,-9999,17,10
26/02/08,15,23,25,32,-9999,-9999,5,-9999,21,6
26/02/08,16,20,28,31,-9999,-9999,11,-9999,25,12
26/02/08,17,21,35,32,-9999,-9999,17,32,26,34
26/02/08,18,39,47,33,-9999,21,45,48,26,42
26/02/08,19,37,63,35,-9999,36,42,66,51,46
26/02/08,20,40,72,39,-9999,43,52,55,61,50
26/02/08,21,32,46,37,-9999,44,36,86,53,46
26/02/08,22,27,34,29,-9999,35,33,85,45,32
26/02/08,23,34,29,24,-9999,26,18,48,33,22
26/02/08,24,29,16,19,-9999,18,10,40,28,10
27/02/08,1,13,9,12,-9999,18,28,27,23,23
27/02/08,2,7,-9999,6,-9999,10,15,20,15,16
27/02/08,3,4,-9999,6,-9999,9,14,19,16,9
27/02/08,4,7,-9999,5,-9999,3,8,16,12,6
27/02/08,5,6,10,6,-9999,9,27,12,9,5
27/02/08,6,10,13,9,-9999,8,17,11,8,7
27/02/08,7,14,28,11,-9999,9,35,10,13,11
27/02/08,8,18,15,15,-9999,4,32,9,13,12
27/02/08,9,22,17,17,-9999,4,8,18,17,8
27/02/08,10,23,25,24,-9999,5,12,12,14,6
27/02/08,11,27,31,29,-9999,37,11,18,16,7
27/02/08,12,37,35,40,-9999,33,16,-9999,26,4
27/02/08,13,49,44,54,-9999,13,19,-9999,33,4
27/02/08,14,61,54,65,-9999,32,27,-9999,48,12
27/02/08,15,68,53,72,-9999,40,31,-9999,48,11
27/02/08,16,64,54,70,-9999,48,48,-9999,55,-9999
27/02/08,17,55,50,54,-9999,-9999,56,-9999,61,30
27/02/08,18,47,52,48,-9999,-9999,37,-9999,60,40
27/02/08,19,52,58,62,-9999,-9999,28,-9999,53,34
27/02/08,20,55,37,59,-9999,-9999,28,45,53,31
27/02/08,21,25,27,40,-9999,63,25,30,31,30
27/02/08,22,19,22,25,-9999,30,19,10,26,-9999
27/02/08,23,22,24,17,-9999,22,20,18,28,-9999
27/02/08,24,22,32,20,-9999,16,24,16,30,-9999
28/02/08,1,30,52,21,-9999,19,7,13,42,-9999
28/02/08,2,33,75,22,-9999,32,22,24,43,-9999
28/02/08,3,31,59,21,-9999,33,34,34,44,-9999
28/02/08,4,32,35,23,-9999,34,51,24,43,-9999
28/02/08,5,38,32,25,-9999,41,48,30,43,-9999
28/02/08,6,41,40,27,-9999,39,31,34,45,-9999
28/02/08,7,41,60,37,-9999,36,42,46,50,-9999
28/02/08,8,47,104,45,-9999,39,39,53,51,-9999
28/02/08,9,45,86,48,-9999,17,44,55,54,-9999
28/02/08,10,52,86,56,-9999,-9999,40,52,58,-9999
28/02/08,11,57,92,-9999,-9999,-9999,57,54,68,5
28/02/08,12,43,46,-9999,-9999,-9999,59,71,62,-9999
28/02/08,13,23,26,-9999,-9999,-9999,54,29,47,-9999
28/02/08,14,24,31,28,-9999,8,42,19,27,2
28/02/08,15,28,39,27,-9999,26,18,32,35,-9999
28/02/08,16,29,42,22,-9999,26,14,40,44,27
28/02/08,17,23,32,20,-9999,38,38,42,33,35
28/02/08,18,24,39,22,-9999,28,42,25,28,43
28/02/08,19,29,51,23,-9999,33,45,49,34,45
28/02/08,20,25,30,22,-9999,24,33,52,29,41
28/02/08,21,27,30,27,-9999,24,24,52,34,42
28/02/08,22,27,39,29,-9999,28,32,54,28,-9999
28/02/08,23,30,38,34,-9999,32,36,60,39,22
28/02/08,24,28,40,33,-9999,34,38,43,31,34
29/02/08,1,26,38,28,-9999,27,46,48,40,26
29/02/08,2,27,34,25,-9999,32,38,44,40,33
29/02/08,3,31,30,26,-9999,34,34,34,44,33
29/02/08,4,31,27,30,-9999,37,43,39,33,26
29/02/08,5,28,27,31,-9999,39,46,33,30,33
29/02/08,6,33,29,31,-9999,35,65,52,32,35
29/02/08,7,34,39,32,-9999,47,93,-9999,39,41
29/02/08,8,38,50,35,-9999,62,49,70,51,38
29/02/08,9,42,54,40,-9999,34,60,83,42,31
29/02/08,10,42,44,45,-9999,49,101,80,-9999,21
29/02/08,11,36,31,42,-9999,65,96,80,-9999,20
29/02/08,12,38,21,39,-9999,23,139,56,-9999,12
29/02/08,13,40,26,43,-9999,50,43,27,-9999,14
29/02/08,14,31,38,38,-9999,31,14,33,-9999,18
29/02/08,15,29,40,37,-9999,42,23,46,-9999,24
29/02/08,16,33,40,40,-9999,39,21,42,-9999,23
29/02/08,17,40,43,43,-9999,37,37,52,-9999,24
29/02/08,18,50,42,46,-9999,41,60,58,26,43
29/02/08,19,46,35,-9999,-9999,55,53,65,44,42
29/02/08,20,31,26,-9999,-9999,54,75,57,29,32
29/02/08,21,26,27,-9999,-9999,25,43,75,32,35
29/02/08,22,21,22,-9999,-9999,21,20,40,21,22
29/02/08,23,21,27,-9999,-9999,21,24,35,27,17
29/02/08,24,19,52,25,-9999,22,20,24,31,16
1/03/08,1,22,31,26,-9999,36,37,56,35,17
1/03/08,2,32,27,27,-9999,34,47,38,41,26
1/03/08,3,26,20,23,-9999,35,91,45,29,21
1/03/08,4,20,26,21,-9999,30,67,50,26,26
1/03/08,5,28,33,25,-9999,31,61,46,27,30
1/03/08,6,31,27,27,-9999,39,56,59,25,31
1/03/08,7,31,31,28,-9999,48,36,63,36,42
1/03/08,8,43,34,31,-9999,56,47,62,38,47
1/03/08,9,53,42,34,-9999,32,77,46,43,34
1/03/08,10,53,46,41,-9999,46,98,48,34,17
1/03/08,11,49,56,46,-9999,72,102,48,35,25
1/03/08,12,43,59,45,-9999,24,70,58,41,18
1/03/08,13,27,42,49,-9999,29,28,52,45,3
1/03/08,14,26,27,36,-9999,7,21,24,14,13
1/03/08,15,32,28,32,-9999,29,22,33,20,10
1/03/08,16,30,32,32,-9999,34,16,30,22,14
1/03/08,17,27,33,34,-9999,26,21,42,32,24
1/03/08,18,27,28,34,-9999,19,32,51,33,23
1/03/08,19,19,22,33,-9999,21,107,50,26,28
1/03/08,20,18,22,21,-9999,20,85,37,26,33
1/03/08,21,17,28,19,-9999,18,69,47,24,26
1/03/08,22,20,30,20,-9999,16,30,47,19,32
1/03/08,23,23,26,22,-9999,16,22,42,26,18
1/03/08,24,24,36,20,-9999,21,22,41,27,21
2/03/08,1,25,47,19,-9999,33,24,42,38,30
2/03/08,2,35,47,22,-9999,25,44,38,29,29
2/03/08,3,33,41,28,-9999,27,29,40,38,23
2/03/08,4,25,31,29,-9999,26,48,44,40,21
2/03/08,5,25,33,25,-9999,24,31,43,26,32
2/03/08,6,29,40,24,-9999,25,28,57,29,30
2/03/08,7,31,49,29,-9999,25,37,59,35,37
2/03/08,8,34,54,29,-9999,28,32,47,40,35
2/03/08,9,34,82,28,-9999,5,44,35,36,29
2/03/08,10,47,108,27,-9999,40,68,36,30,20
2/03/08,11,40,53,21,-9999,49,94,21,38,20
2/03/08,12,20,29,16,-9999,10,39,17,22,13
2/03/08,13,19,23,18,-9999,21,22,33,20,12
2/03/08,14,22,29,21,-9999,19,28,23,18,16
2/03/08,15,27,46,24,-9999,31,47,40,25,12
2/03/08,16,28,52,22,-9999,29,127,33,31,34
2/03/08,17,23,43,20,-9999,43,47,51,33,40
2/03/08,18,18,17,15,-9999,41,55,57,30,43
2/03/08,19,33,21,17,-9999,18,34,49,17,43
2/03/08,20,25,27,22,-9999,21,-9999,47,22,27
2/03/08,21,26,27,24,-9999,27,-9999,53,29,16
2/03/08,22,30,28,28,-9999,28,-9999,66,35,30
2/03/08,23,19,27,25,-9999,26,40,59,55,37
2/03/08,24,15,18,21,-9999,27,46,58,41,35
3/03/08,1,13,17,28,-9999,38,34,52,28,33
3/03/08,2,12,19,45,-9999,32,38,35,25,40
3/03/08,3,17,23,21,-9999,25,37,28,22,35
3/03/08,4,18,20,18,-9999,19,28,37,20,35
3/03/08,5,19,20,19,-9999,19,24,28,29,38
3/03/08,6,27,33,24,-9999,30,35,36,43,45
3/03/08,7,41,53,29,-9999,30,36,42,54,43
3/03/08,8,47,56,27,-9999,37,33,53,79,38
3/03/08,9,51,43,23,-9999,32,22,41,51,26
3/03/08,10,30,33,26,-9999,32,38,25,38,13
3/03/08,11,20,23,37,-9999,47,53,23,30,14
3/03/08,12,33,13,22,-9999,13,28,18,15,11
3/03/08,13,45,9,20,-9999,10,22,26,12,16
3/03/08,14,17,9,-9999,-9999,13,9,42,11,13
3/03/08,15,22,13,-9999,-9999,16,8,44,12,11
3/03/08,16,21,18,-9999,-9999,23,12,29,16,9
3/03/08,17,26,19,19,-9999,40,27,44,11,15
3/03/08,18,11,16,16,-9999,33,40,34,15,38
3/03/08,19,17,21,18,-9999,22,33,38,16,35
3/03/08,20,19,29,19,-9999,26,36,37,25,28
3/03/08,21,36,-9999,20,-9999,23,30,40,20,30
3/03/08,22,23,-9999,20,-9999,24,25,52,26,32
3/03/08,23,17,-9999,19,-9999,22,23,40,22,29
3/03/08,24,20,31,20,-9999,23,23,25,31,30
4/03/08,1,21,29,18,-9999,44,51,27,38,34
4/03/08,2,20,25,18,-9999,31,40,45,14,30
4/03/08,3,26,40,21,-9999,30,24,45,-9999,21
4/03/08,4,31,36,51,-9999,25,29,39,35,30
4/03/08,5,33,31,97,-9999,30,36,46,38,31
4/03/08,6,38,35,34,-9999,26,56,52,45,39
4/03/08,7,37,36,41,-9999,38,45,55,41,37
4/03/08,8,42,47,40,-9999,49,45,60,32,44
4/03/08,9,45,44,37,-9999,41,30,58,33,26
4/03/08,10,49,51,39,-9999,28,47,35,39,26
4/03/08,11,43,-9999,40,-9999,-9999,44,22,55,20
4/03/08,12,18,-9999,22,-9999,-9999,26,11,33,14
4/03/08,13,12,30,17,-9999,-9999,11,39,20,3
4/03/08,14,17,20,-9999,-9999,-9999,-9999,16,12,15
4/03/08,15,25,21,-9999,-9999,-9999,-9999,10,15,21
4/03/08,16,35,44,-9999,-9999,-9999,-9999,27,18,42
4/03/08,17,23,26,19,-9999,-9999,21,27,17,30
4/03/08,18,36,18,16,-9999,14,26,30,19,35
4/03/08,19,19,16,18,-9999,4,23,40,18,28
4/03/08,20,15,15,14,-9999,13,25,41,9,39
4/03/08,21,25,23,12,-9999,17,16,43,19,30
4/03/08,22,24,30,12,-9999,17,20,51,19,30
4/03/08,23,13,24,11,-9999,9,21,31,16,28
4/03/08,24,14,20,16,-9999,9,23,33,18,32
5/03/08,1,16,17,21,-9999,15,25,42,19,23
5/03/08,2,20,14,13,-9999,16,20,34,12,18
5/03/08,3,18,14,24,-9999,18,18,34,18,18
5/03/08,4,18,17,34,-9999,13,19,31,10,20
5/03/08,5,21,33,29,-9999,18,26,23,19,27
5/03/08,6,16,78,25,-9999,17,28,23,18,33
5/03/08,7,20,48,27,-9999,21,31,55,20,39
5/03/08,8,31,41,30,-9999,25,34,51,40,41
5/03/08,9,32,18,26,-9999,56,46,59,34,21
5/03/08,10,50,10,25,-9999,43,38,70,40,9
5/03/08,11,38,14,23,-9999,32,32,32,15,5
5/03/08,12,29,21,24,-9999,17,14,11,22,7
5/03/08,13,15,19,18,-9999,18,19,15,22,10
5/03/08,14,18,13,12,-9999,14,20,24,3,16
5/03/08,15,23,14,19,-9999,8,13,29,4,24
5/03/08,16,27,14,21,-9999,19,10,26,13,16
5/03/08,17,22,13,16,-9999,21,39,38,18,31
5/03/08,18,18,15,13,-9999,24,35,44,18,29
5/03/08,19,16,11,14,-9999,29,25,43,24,32
5/03/08,20,14,19,14,-9999,18,24,26,20,35
5/03/08,21,14,23,12,-9999,16,18,45,15,30
5/03/08,22,17,21,10,-9999,14,21,50,22,28
5/03/08,23,22,21,10,-9999,11,39,32,27,-9999
5/03/08,24,24,22,11,-9999,18,46,35,20,22
6/03/08,1,23,23,8,-9999,29,36,24,21,44
6/03/08,2,25,22,6,-9999,20,35,30,15,27
6/03/08,3,25,20,12,-9999,21,33,30,10,30
6/03/08,4,26,23,10,-9999,21,23,23,13,35
6/03/08,5,25,24,12,-9999,26,25,21,21,16
6/03/08,6,29,14,20,-9999,21,27,29,21,12
6/03/08,7,59,26,24,-9999,22,27,33,20,43
6/03/08,8,40,35,-9999,-9999,24,35,36,22,26
6/03/08,9,19,15,-9999,-9999,35,45,16,14,13
6/03/08,10,17,16,-9999,-9999,26,21,14,14,24
6/03/08,11,14,19,13,-9999,13,13,16,17,12
6/03/08,12,16,15,13,-9999,13,12,14,15,4
6/03/08,13,17,11,11,-9999,9,8,25,12,5
6/03/08,14,21,14,18,-9999,14,13,15,13,14
6/03/08,15,19,13,19,-9999,21,17,-9999,18,26
6/03/08,16,22,15,18,-9999,18,21,47,12,-9999
6/03/08,17,19,15,18,-9999,15,17,31,17,27
6/03/08,18,21,20,19,-9999,15,23,35,20,34
6/03/08,19,22,19,19,-9999,19,21,-9999,22,31
6/03/08,20,20,19,23,-9999,26,27,25,22,34
6/03/08,21,15,18,17,-9999,18,31,41,18,26
6/03/08,22,12,14,17,-9999,12,18,30,17,38
6/03/08,23,11,12,14,-9999,15,19,27,19,34
6/03/08,24,9,9,15,-9999,15,15,31,10,32
7/03/08,1,11,8,16,-9999,12,13,31,10,14
7/03/08,2,42,11,11,-9999,16,25,26,13,10
7/03/08,3,83,12,9,-9999,15,17,31,12,18
7/03/08,4,45,16,9,-9999,18,15,24,12,30
7/03/08,5,20,14,7,-9999,20,18,25,17,30
7/03/08,6,15,22,9,-9999,18,33,27,14,33
7/03/08,7,39,83,14,-9999,30,33,50,21,34
7/03/08,8,38,80,-9999,-9999,42,47,73,26,28
7/03/08,9,32,58,-9999,-9999,61,33,47,22,18
7/03/08,10,47,33,-9999,-9999,36,29,49,23,4
7/03/08,11,147,34,23,-9999,22,20,39,18,15
7/03/08,12,53,47,22,-9999,15,11,27,15,10
7/03/08,13,41,21,18,-9999,14,13,21,21,7
7/03/08,14,46,23,18,-9999,14,10,47,15,10
7/03/08,15,44,25,19,-9999,21,32,69,16,23
7/03/08,16,41,22,18,-9999,36,45,45,14,28
7/03/08,17,75,19,18,-9999,22,40,38,24,37
7/03/08,18,63,21,14,-9999,10,34,33,21,39
7/03/08,19,79,21,13,-9999,17,24,32,25,-9999
7/03/08,20,29,20,14,-9999,17,23,48,23,-9999
7/03/08,21,40,30,19,-9999,15,26,52,22,-9999
7/03/08,22,86,34,24,-9999,18,23,52,25,82
7/03/08,23,80,35,26,-9999,20,27,46,27,65
7/03/08,24,65,46,27,-9999,22,26,44,28,40
8/03/08,1,96,41,29,-9999,23,33,58,33,28
8/03/08,2,68,22,25,-9999,27,37,52,39,24
8/03/08,3,38,38,23,-9999,34,32,46,35,22
8/03/08,4,-9999,60,30,-9999,33,40,39,28,18
8/03/08,5,-9999,44,31,-9999,39,38,31,36,16
8/03/08,6,-9999,33,32,-9999,30,32,44,43,21
8/03/08,7,-9999,63,35,-9999,28,30,45,39,26
8/03/08,8,-9999,96,40,-9999,22,31,54,41,38
8/03/08,9,47,93,47,-9999,9,35,49,32,24
8/03/08,10,52,86,47,-9999,47,40,42,47,19
8/03/08,11,53,82,50,-9999,41,47,49,40,18
8/03/08,12,44,78,50,-9999,49,32,27,43,21
8/03/08,13,44,66,49,-9999,11,28,12,32,20
8/03/08,14,40,64,44,-9999,31,23,31,40,19
8/03/08,15,49,80,36,-9999,27,30,47,26,17
8/03/08,16,52,60,28,-9999,50,37,66,28,24
8/03/08,17,45,50,19,-9999,51,44,72,43,32
8/03/08,18,33,40,18,-9999,39,46,60,39,29
8/03/08,19,31,25,17,-9999,40,36,45,28,33
8/03/08,20,28,19,19,-9999,22,36,47,21,36
8/03/08,21,27,28,23,-9999,25,31,46,19,32
8/03/08,22,32,39,21,-9999,27,28,44,13,30
8/03/08,23,29,28,17,-9999,27,24,46,22,28
8/03/08,24,20,23,15,-9999,22,26,33,16,25
9/03/08,1,16,21,12,-9999,28,28,33,18,30
9/03/08,2,14,24,13,-9999,22,31,27,28,30
9/03/08,3,15,25,15,-9999,16,24,32,25,24
9/03/08,4,15,27,17,-9999,21,24,29,27,21
9/03/08,5,-9999,58,16,-9999,17,22,24,25,23
9/03/08,6,-9999,35,17,-9999,19,17,23,19,24
9/03/08,7,-9999,27,18,-9999,14,22,17,19,22
9/03/08,8,20,27,20,-9999,8,17,26,15,26
9/03/08,9,15,24,16,-9999,10,12,31,14,25
9/03/08,10,15,19,14,-9999,29,19,23,8,14
9/03/08,11,17,16,11,-9999,15,11,31,16,29
9/03/08,12,18,13,8,-9999,15,19,14,21,12
9/03/08,13,14,-9999,7,-9999,10,15,15,11,23
9/03/08,14,13,-9999,9,-9999,10,2,15,9,14
9/03/08,15,11,-9999,11,-9999,6,7,1,9,3
9/03/08,16,18,7,14,-9999,15,6,21,13,10
9/03/08,17,18,3,11,-9999,17,14,18,6,18
9/03/08,18,13,7,11,-9999,6,15,20,14,15
9/03/08,19,-9999,7,12,-9999,21,14,20,10,20
9/03/08,20,-9999,8,15,-9999,12,-9999,25,21,27
9/03/08,21,-9999,10,12,-9999,17,-9999,36,18,27
