FECHA,HORA,MER,TLA,COY,UIZ,SJA,SAG,PER,CAM,ACO
1/01/08,1,65,91,46,49,67,77,91,62,39
1/01/08,2,82,123,64,113,104,120,137,98,87
1/01/08,3,97,160,72,136,-9999,164,185,102,118
1/01/08,4,97,112,75,135,-9999,197,273,132,111
1/01/08,5,70,91,86,133,113,193,290,74,139
1/01/08,6,90,79,86,180,130,206,229,71,110
1/01/08,7,86,50,78,176,160,185,230,80,95
1/01/08,8,69,88,57,186,185,207,-9999,51,134
1/01/08,9,76,54,50,166,159,68,165,51,68
1/01/08,10,28,27,33,39,15,27,79,50,-9999
1/01/08,11,15,13,18,25,4,18,22,19,2
1/01/08,12,11,4,12,19,3,11,2,4,6
1/01/08,13,20,11,17,38,7,44,24,-9999,-9999
1/01/08,14,14,9,10,-9999,13,22,-9999,-9999,8
1/01/08,15,11,8,-9999,-9999,8,24,-9999,13,2
1/01/08,16,23,9,-9999,-9999,8,76,57,5,15
1/01/08,17,7,6,9,-9999,28,53,82,22,11
1/01/08,18,4,5,6,-9999,9,16,28,19,13
1/01/08,19,3,6,6,-9999,4,8,12,15,1
1/01/08,20,4,4,-9999,6,5,6,51,16,13
1/01/08,21,9,3,-9999,6,7,7,23,14,10
1/01/08,22,4,2,-9999,9,-9999,7,51,16,13
1/01/08,23,-9999,3,2,6,1,5,35,5,3
1/01/08,24,-9999,1,3,3,-9999,2,5,1,-9999
2/01/08,1,-9999,-9999,2,5,9,1,28,-9999,6
2/01/08,2,-9999,2,2,-9999,3,1,13,7,3
2/01/08,3,1,4,5,-9999,3,-9999,6,3,2
2/01/08,4,3,5,-9999,1,5,6,20,5,1
2/01/08,5,1,5,-9999,3,-9999,3,33,-9999,2
2/01/08,6,2,7,-9999,4,2,5,22,-9999,2
2/01/08,7,4,6,7,3,2,2,1,11,4
2/01/08,8,5,8,11,6,-9999,1,8,8,5
2/01/08,9,3,10,9,5,3,4,4,10,-9999
2/01/08,10,7,8,21,5,-9999,-9999,5,6,-9999
2/01/08,11,8,6,18,12,4,-9999,62,4,9
2/01/08,12,9,10,25,28,2,13,47,4,8
2/01/08,13,8,12,16,14,4,-9999,7,5,-9999
2/01/08,14,7,13,12,16,7,8,3,4,6
2/01/08,15,9,15,14,-9999,7,8,5,11,3
2/01/08,16,9,13,15,-9999,12,14,29,14,-9999
2/01/08,17,10,15,-9999,5,12,16,31,15,9
2/01/08,18,12,14,-9999,14,15,20,23,14,17
2/01/08,19,11,13,-9999,12,7,20,29,17,14
2/01/08,20,8,10,11,9,10,16,23,13,4
2/01/08,21,7,8,9,7,4,6,9,12,4
2/01/08,22,9,2,7,7,6,6,6,11,7
2/01/08,23,8,-9999,3,-9999,1,5,-9999,-9999,7
2/01/08,24,4,-9999,2,-9999,12,9,4,7,8
3/01/08,1,5,1,3,9,15,6,10,7,8
3/01/08,2,6,1,2,8,15,5,18,3,-9999
3/01/08,3,3,-9999,-9999,7,5,3,6,5,12
3/01/08,4,8,3,2,9,4,6,8,4,2
3/01/08,5,11,11,3,9,6,1,12,9,10
3/01/08,6,14,9,5,11,5,12,11,8,12
3/01/08,7,17,-9999,6,20,19,13,13,9,18
3/01/08,8,16,9,9,25,29,18,14,8,7
3/01/08,9,20,12,13,28,20,7,28,24,17
3/01/08,10,-9999,22,19,34,17,17,29,22,9
3/01/08,11,-9999,29,29,49,-9999,17,30,19,-9999
3/01/08,12,-9999,40,39,59,-9999,15,32,16,2
3/01/08,13,-9999,47,50,65,-9999,20,20,22,-9999
3/01/08,14,-9999,47,58,76,-9999,13,-9999,49,2
3/01/08,15,32,43,57,60,25,7,-9999,54,-9999
3/01/08,16,34,51,47,48,16,16,-9999,53,-9999
3/01/08,17,28,49,38,36,25,26,-9999,48,27
3/01/08,18,32,40,43,45,33,40,50,54,37
3/01/08,19,38,37,44,48,42,37,66,43,37
3/01/08,20,28,33,31,89,30,27,50,30,22
3/01/08,21,29,28,32,55,24,23,25,33,25
3/01/08,22,29,25,33,37,27,12,36,28,19
3/01/08,23,28,21,28,39,23,13,31,34,16
3/01/08,24,26,26,25,24,27,14,22,27,13
4/01/08,1,24,34,25,18,26,23,15,31,14
4/01/08,2,18,25,17,19,33,26,27,38,19
4/01/08,3,20,24,17,21,24,30,24,34,15
4/01/08,4,25,28,18,24,35,28,30,35,13
4/01/08,5,24,32,20,25,21,35,34,34,20
4/01/08,6,41,35,22,30,26,31,44,31,26
4/01/08,7,57,41,27,42,35,45,51,34,23
4/01/08,8,63,56,30,63,35,49,67,50,20
4/01/08,9,78,74,44,78,40,61,85,65,23
4/01/08,10,86,90,-9999,90,70,77,103,82,13
4/01/08,11,86,105,-9999,101,91,90,116,94,29
4/01/08,12,79,111,-9999,103,69,80,113,91,18
4/01/08,13,70,79,-9999,108,62,76,104,97,31
4/01/08,14,50,48,-9999,79,45,47,83,81,34
4/01/08,15,28,55,44,51,18,24,54,38,16
4/01/08,16,31,55,39,48,14,17,13,39,8
4/01/08,17,44,24,38,33,76,14,29,64,-9999
4/01/08,18,27,28,50,27,38,26,27,53,24
4/01/08,19,30,41,37,27,32,38,48,25,43
4/01/08,20,41,54,40,67,38,48,48,39,67
4/01/08,21,48,53,59,54,30,37,54,48,36
4/01/08,22,47,54,69,43,44,27,97,53,52
4/01/08,23,52,54,62,24,41,23,83,56,54
4/01/08,24,61,53,60,63,51,48,114,68,-9999
5/01/08,1,62,48,59,73,51,53,145,85,-9999
5/01/08,2,61,41,64,76,29,59,143,67,-9999
5/01/08,3,65,39,62,72,108,71,135,57,-9999
5/01/08,4,62,38,56,83,80,83,126,83,-9999
5/01/08,5,60,40,56,85,61,64,103,56,26
5/01/08,6,66,34,49,57,74,58,69,45,28
5/01/08,7,68,35,44,62,86,58,71,43,39
5/01/08,8,77,39,42,68,96,59,101,-9999,38
5/01/08,9,86,44,52,81,59,42,89,-9999,49
5/01/08,10,83,68,70,101,36,59,96,-9999,39
5/01/08,11,88,72,64,105,90,78,100,92,47
5/01/08,12,72,60,61,109,46,72,90,81,37
5/01/08,13,52,32,53,76,41,65,72,59,17
5/01/08,14,62,15,41,25,39,16,64,54,8
5/01/08,15,50,19,44,47,43,6,20,28,12
5/01/08,16,43,25,42,60,68,27,-9999,23,22
5/01/08,17,32,24,37,62,47,33,-9999,27,14
5/01/08,18,37,23,40,49,38,34,18,33,111
5/01/08,19,36,37,49,43,44,39,84,39,107
5/01/08,20,38,48,47,50,44,58,81,51,47
5/01/08,21,46,54,51,57,46,61,76,66,-9999
5/01/08,22,57,44,53,43,53,66,79,70,91
5/01/08,23,57,37,56,64,58,71,74,51,11
5/01/08,24,47,36,57,71,50,69,71,50,39
6/01/08,1,49,29,57,75,52,77,59,43,31
6/01/08,2,53,23,52,23,57,73,71,42,36
6/01/08,3,43,21,51,62,55,71,97,49,30
6/01/08,4,46,22,48,64,68,65,85,48,30
6/01/08,5,54,26,43,62,90,74,73,43,35
6/01/08,6,58,25,39,60,60,52,67,44,35
6/01/08,7,60,25,42,53,61,44,79,44,32
6/01/08,8,59,35,36,48,53,38,80,45,40
6/01/08,9,64,42,42,66,17,33,83,43,27
6/01/08,10,64,63,55,78,52,40,98,55,27
6/01/08,11,42,63,67,78,72,43,103,69,26
6/01/08,12,53,65,67,73,46,53,105,58,31
6/01/08,13,39,53,53,53,32,46,41,62,-9999
6/01/08,14,31,40,42,52,26,16,17,50,-9999
6/01/08,15,22,25,27,39,15,11,21,34,-9999
6/01/08,16,8,20,15,26,7,13,8,24,9
6/01/08,17,9,20,11,10,13,18,14,17,20
6/01/08,18,13,21,7,11,3,22,15,17,15
6/01/08,19,15,19,10,20,27,30,40,12,29
6/01/08,20,22,21,17,29,28,43,48,19,31
6/01/08,21,22,30,24,27,22,49,35,19,41
6/01/08,22,34,30,27,27,28,48,56,22,33
6/01/08,23,30,37,31,30,23,27,60,32,35
6/01/08,24,23,35,16,55,31,25,62,38,36
7/01/08,1,22,27,16,25,23,30,30,44,39
7/01/08,2,17,20,20,25,34,43,42,39,43
7/01/08,3,-9999,14,20,-9999,37,35,25,37,32
7/01/08,4,-9999,11,17,15,35,49,22,31,27
7/01/08,5,-9999,12,14,20,31,41,18,31,28
7/01/08,6,19,15,12,26,39,38,45,39,23
7/01/08,7,35,29,19,26,61,36,55,42,28
7/01/08,8,58,38,23,38,47,32,88,53,34
7/01/08,9,52,44,22,66,1,21,120,59,13
7/01/08,10,42,55,26,68,70,35,60,57,14
7/01/08,11,39,65,32,64,52,56,50,56,8
7/01/08,12,20,-9999,22,59,11,32,63,15,6
7/01/08,13,15,-9999,24,36,12,7,17,9,7
7/01/08,14,13,-9999,19,28,6,6,10,6,8
7/01/08,15,13,16,5,20,9,12,11,12,15
7/01/08,16,11,21,9,11,12,15,11,16,-9999
7/01/08,17,13,19,13,18,9,22,20,21,21
7/01/08,18,13,20,12,22,24,27,32,17,32
7/01/08,19,14,15,14,30,25,26,42,21,30
7/01/08,20,14,18,15,-9999,23,31,34,21,29
7/01/08,21,13,19,17,32,20,29,39,20,32
7/01/08,22,17,22,20,20,24,29,39,17,-9999
7/01/08,23,11,26,22,24,26,27,47,17,-9999
7/01/08,24,9,18,20,33,15,33,63,18,-9999
8/01/08,1,16,16,12,29,19,24,54,23,49
8/01/08,2,16,14,15,9,25,40,45,18,55
8/01/08,3,15,-9999,16,3,41,39,49,18,33
8/01/08,4,17,-9999,21,22,55,44,55,8,-9999
8/01/08,5,23,-9999,22,20,54,38,56,14,36
8/01/08,6,23,17,20,31,59,39,70,17,41
8/01/08,7,30,25,27,26,101,49,68,31,43
8/01/08,8,29,40,31,38,100,52,79,51,33
8/01/08,9,54,58,26,45,11,44,99,66,25
8/01/08,10,51,61,28,88,53,50,98,40,18
8/01/08,11,40,57,38,76,48,50,77,55,12
8/01/08,12,28,26,57,77,11,36,81,37,19
8/01/08,13,27,10,42,37,22,12,12,13,4
8/01/08,14,19,23,27,20,12,7,-9999,14,-9999
8/01/08,15,20,30,13,17,7,11,7,26,8
8/01/08,16,20,33,10,18,15,20,11,29,5
8/01/08,17,13,37,12,-9999,8,18,23,27,-9999
8/01/08,18,13,46,15,-9999,14,24,25,28,-9999
8/01/08,19,15,29,18,-9999,23,29,37,23,31
8/01/08,20,18,25,17,26,25,28,37,25,28
8/01/08,21,26,29,14,26,30,26,45,29,31
8/01/08,22,28,34,20,22,25,24,35,37,-9999
8/01/08,23,22,23,27,33,16,21,40,31,23
8/01/08,24,19,16,24,26,18,12,43,29,8
9/01/08,1,15,14,18,54,23,31,59,24,12
9/01/08,2,16,15,17,23,31,27,57,19,14
9/01/08,3,17,14,16,17,14,25,97,18,22
9/01/08,4,16,26,16,17,29,44,63,12,35
9/01/08,5,22,31,19,25,25,41,68,27,40
9/01/08,6,27,23,20,44,28,31,65,27,44
9/01/08,7,35,28,29,36,29,41,73,29,50
9/01/08,8,42,33,33,40,56,43,86,32,41
9/01/08,9,42,47,35,62,14,39,104,34,43
9/01/08,10,48,55,40,52,43,66,102,33,30
9/01/08,11,37,49,52,70,52,53,111,40,24
9/01/08,12,33,41,53,70,19,32,88,45,15
9/01/08,13,34,31,30,22,25,21,30,27,15
9/01/08,14,19,37,14,66,20,23,5,29,8
9/01/08,15,11,35,10,36,14,17,11,28,11
9/01/08,16,10,22,10,17,17,21,18,17,14
9/01/08,17,16,21,11,29,14,22,22,16,21
9/01/08,18,15,21,12,8,21,29,28,21,29
9/01/08,19,17,26,14,21,27,33,43,20,27
9/01/08,20,19,21,17,-9999,29,27,40,30,37
9/01/08,21,22,21,21,26,25,33,49,21,26
9/01/08,22,26,29,22,23,27,40,35,21,33
9/01/08,23,25,22,18,29,19,36,38,20,35
9/01/08,24,-9999,13,21,30,27,38,35,20,36
10/01/08,1,-9999,17,17,24,20,42,29,27,34
10/01/08,2,-9999,18,14,24,30,66,41,19,35
10/01/08,3,19,16,18,26,29,58,46,15,36
10/01/08,4,17,18,22,29,36,48,26,29,25
10/01/08,5,22,21,25,33,43,43,44,23,31
10/01/08,6,40,27,28,25,44,49,61,34,40
10/01/08,7,49,36,34,11,54,60,87,39,31
10/01/08,8,45,34,32,49,61,50,79,34,32
10/01/08,9,48,56,-9999,98,10,35,101,46,31
10/01/08,10,53,60,-9999,75,41,52,111,57,30
10/01/08,11,47,58,-9999,69,38,43,47,66,-9999
10/01/08,12,42,46,38,28,20,27,7,42,17
10/01/08,13,25,45,28,37,25,26,9,38,10
10/01/08,14,27,48,27,19,28,23,19,33,-9999
10/01/08,15,36,37,29,38,18,31,20,38,13
10/01/08,16,35,29,33,59,27,40,32,34,31
10/01/08,17,33,30,35,19,22,42,40,36,39
10/01/08,18,22,21,27,26,27,45,41,43,48
10/01/08,19,26,29,24,55,29,44,42,36,35
10/01/08,20,22,-9999,25,31,26,34,48,30,40
10/01/08,21,29,-9999,28,61,28,32,49,35,71
10/01/08,22,29,-9999,30,56,26,20,52,38,147
10/01/08,23,23,20,26,64,22,33,65,21,29
10/01/08,24,19,17,18,97,36,24,64,29,29
11/01/08,1,18,14,12,61,29,29,51,38,89
11/01/08,2,22,18,16,38,18,39,84,31,53
11/01/08,3,22,21,33,36,30,43,94,25,115
11/01/08,4,23,15,32,25,32,49,89,23,29
11/01/08,5,33,15,32,46,63,51,69,24,35
11/01/08,6,38,18,38,43,70,47,63,27,32
11/01/08,7,37,29,38,40,69,51,97,33,38
11/01/08,8,57,39,39,47,68,54,97,56,38
11/01/08,9,66,59,41,89,33,59,79,65,45
11/01/08,10,65,69,43,124,47,58,107,61,33
11/01/08,11,47,55,45,95,51,40,103,53,16
11/01/08,12,28,61,44,51,5,21,20,37,16
11/01/08,13,27,50,36,45,15,21,3,17,8
11/01/08,14,22,37,30,38,24,19,14,27,5
11/01/08,15,24,31,22,32,18,25,24,34,10
11/01/08,16,25,29,17,26,22,23,39,29,15
11/01/08,17,26,26,11,24,29,43,52,22,25
11/01/08,18,18,34,12,41,22,63,51,21,31
11/01/08,19,17,31,15,21,37,57,47,16,29
11/01/08,20,16,21,15,1,31,34,49,17,26
11/01/08,21,23,28,17,24,22,31,46,19,26
11/01/08,22,21,37,21,13,24,25,32,29,22
11/01/08,23,18,35,20,20,20,19,32,24,14
11/01/08,24,17,27,23,22,16,22,27,28,25
12/01/08,1,21,27,23,67,15,26,27,48,28
12/01/08,2,28,26,20,43,25,30,34,32,34
12/01/08,3,24,22,17,46,38,26,35,30,34
12/01/08,4,23,17,15,32,43,38,30,31,38
12/01/08,5,24,15,13,27,48,39,21,28,-9999
12/01/08,6,33,16,13,34,24,32,24,33,-9999
12/01/08,7,29,26,16,40,41,41,35,41,-9999
12/01/08,8,46,38,22,45,58,51,50,47,32
12/01/08,9,55,48,29,104,36,54,83,48,47
12/01/08,10,35,39,32,86,66,59,71,60,35
12/01/08,11,47,34,38,34,27,46,57,36,3
12/01/08,12,21,33,36,31,-9999,13,21,11,5
12/01/08,13,20,40,31,35,24,17,12,18,-9999
12/01/08,14,15,36,22,34,9,10,5,22,5
12/01/08,15,17,40,12,26,10,22,12,25,9
12/01/08,16,14,43,9,24,12,24,19,29,23
12/01/08,17,15,28,17,28,24,25,41,24,31
12/01/08,18,29,26,23,24,27,34,44,16,41
12/01/08,19,25,24,20,23,29,31,41,-9999,37
12/01/08,20,24,22,18,23,19,32,51,-9999,32
12/01/08,21,30,19,18,26,27,26,52,-9999,42
12/01/08,22,31,36,21,34,34,33,46,40,52
12/01/08,23,26,38,31,56,31,29,44,50,27
12/01/08,24,30,31,27,45,29,38,40,42,-9999
13/01/08,1,29,25,26,-9999,31,31,60,55,10
13/01/08,2,25,20,23,-9999,31,26,52,31,-9999
13/01/08,3,22,23,22,-9999,30,23,36,27,-9999
13/01/08,4,26,28,27,-9999,27,24,38,34,-9999
13/01/08,5,29,27,28,-9999,32,25,25,34,-9999
13/01/08,6,33,27,26,-9999,26,28,39,35,-9999
13/01/08,7,34,29,27,-9999,22,33,43,37,-9999
13/01/08,8,37,39,30,-9999,38,33,44,36,-9999
13/01/08,9,41,38,31,-9999,40,28,41,40,-9999
13/01/08,10,46,43,33,-9999,26,36,49,45,-9999
13/01/08,11,55,50,39,-9999,66,34,46,44,16
13/01/08,12,64,57,50,-9999,57,39,67,48,23
13/01/08,13,58,66,62,-9999,42,38,42,59,32
13/01/08,14,52,67,68,-9999,43,36,46,65,26
13/01/08,15,47,62,47,-9999,47,41,52,60,22
13/01/08,16,36,52,25,-9999,55,50,33,53,32
13/01/08,17,19,42,19,-9999,26,36,36,45,32
13/01/08,18,15,28,19,-9999,30,34,43,29,29
13/01/08,19,19,24,20,-9999,17,35,38,22,33
13/01/08,20,19,23,19,-9999,-9999,31,42,24,29
13/01/08,21,28,23,20,-9999,-9999,42,50,30,32
13/01/08,22,46,22,19,-9999,-9999,36,46,28,28
13/01/08,23,34,26,25,-9999,33,32,54,20,37
13/01/08,24,23,27,28,-9999,26,31,44,24,36
14/01/08,1,20,24,27,-9999,20,33,34,36,42
14/01/08,2,22,21,26,-9999,27,40,27,32,33
14/01/08,3,28,23,24,-9999,26,37,33,30,28
14/01/08,4,32,24,21,-9999,27,40,31,27,28
14/01/08,5,36,26,21,-9999,30,45,56,34,27
14/01/08,6,43,33,23,-9999,41,39,43,35,31
14/01/08,7,49,41,35,-9999,52,41,54,37,31
14/01/08,8,53,53,40,-9999,50,49,63,44,35
14/01/08,9,49,48,42,-9999,38,62,66,44,32
14/01/08,10,57,63,49,-9999,51,65,78,40,-9999
14/01/08,11,58,56,50,-9999,62,46,70,45,9
14/01/08,12,31,36,26,-9999,30,46,40,39,12
14/01/08,13,15,32,11,-9999,14,38,7,27,6
14/01/08,14,11,25,10,-9999,17,41,9,16,6
14/01/08,15,12,20,12,-9999,12,25,15,14,14
14/01/08,16,15,20,15,-9999,14,14,24,18,-9999
14/01/08,17,15,16,13,-9999,32,23,41,21,-9999
14/01/08,18,16,17,16,-9999,-9999,41,45,13,33
14/01/08,19,18,16,19,-9999,-9999,35,45,26,32
14/01/08,20,18,19,22,-9999,-9999,25,54,24,30
14/01/08,21,20,29,24,-9999,18,34,49,28,30
14/01/08,22,28,26,23,-9999,23,41,52,27,37
14/01/08,23,32,56,24,-9999,35,45,46,31,37
14/01/08,24,35,53,25,-9999,37,40,40,41,28
15/01/08,1,39,43,26,-9999,38,42,54,47,10
15/01/08,2,39,31,19,-9999,42,30,39,45,16
15/01/08,3,49,22,15,-9999,51,32,32,34,22
15/01/08,4,32,35,23,-9999,29,39,39,27,26
15/01/08,5,26,65,29,-9999,21,33,49,33,29
15/01/08,6,31,92,30,-9999,34,42,44,51,25
15/01/08,7,38,77,33,-9999,36,-9999,46,-9999,-9999
15/01/08,8,50,77,36,-9999,46,40,59,60,27
15/01/08,9,56,90,43,-9999,52,56,44,70,40
15/01/08,10,66,89,48,-9999,60,57,52,74,30
15/01/08,11,57,83,47,-9999,48,47,64,75,-9999
15/01/08,12,43,62,41,-9999,68,55,85,59,-9999
15/01/08,13,34,40,37,-9999,40,41,22,46,-9999
15/01/08,14,25,16,28,-9999,25,23,1,29,-9999
15/01/08,15,23,6,8,-9999,13,27,6,12,-9999
15/01/08,16,9,9,4,-9999,17,23,10,-9999,-9999
15/01/08,17,8,9,8,-9999,8,16,15,5,-9999
15/01/08,18,10,10,8,-9999,13,16,32,4,-9999
15/01/08,19,9,9,9,-9999,10,19,34,12,-9999
15/01/08,20,8,9,7,-9999,12,27,32,12,-9999
15/01/08,21,8,8,7,-9999,9,29,34,13,-9999
15/01/08,22,9,9,5,-9999,11,17,24,15,-9999
15/01/08,23,5,6,5,-9999,9,16,19,11,-9999
15/01/08,24,4,4,3,-9999,5,12,14,14,-9999
16/01/08,1,4,7,3,-9999,8,9,9,6,-9999
16/01/08,2,5,6,4,-9999,10,14,22,14,20
16/01/08,3,7,7,5,-9999,7,16,19,12,12
16/01/08,4,7,6,8,-9999,13,14,20,9,12
16/01/08,5,6,9,8,-9999,10,8,19,6,-9999
16/01/08,6,9,14,11,-9999,11,13,22,14,-9999
16/01/08,7,11,20,17,-9999,13,14,19,9,-9999
16/01/08,8,10,30,22,-9999,11,15,21,12,12
16/01/08,9,10,19,20,-9999,4,14,25,13,17
16/01/08,10,12,-9999,11,-9999,11,15,19,9,11
16/01/08,11,12,-9999,44,-9999,5,12,10,9,-9999
16/01/08,12,10,-9999,14,-9999,12,11,-9999,-9999,9
16/01/08,13,10,-9999,10,-9999,13,19,15,-9999,11
16/01/08,14,13,-9999,13,-9999,-9999,17,19,6,-9999
16/01/08,15,16,-9999,12,-9999,23,27,20,16,-9999
16/01/08,16,14,7,7,-9999,31,34,42,21,-9999
16/01/08,17,13,9,8,-9999,17,52,-9999,-9999,18
16/01/08,18,11,7,7,-9999,13,16,21,-9999,21
16/01/08,19,9,7,8,-9999,10,23,38,-9999,29
16/01/08,20,7,1,8,-9999,8,20,39,24,29
16/01/08,21,13,7,10,-9999,15,20,40,20,21
16/01/08,22,13,8,11,-9999,9,16,33,17,25
16/01/08,23,7,9,9,-9999,9,12,30,21,24
16/01/08,24,6,15,7,-9999,8,13,32,16,23
17/01/08,1,8,7,7,-9999,9,39,29,8,21
17/01/08,2,8,3,9,-9999,11,18,20,10,8
17/01/08,3,6,4,9,-9999,3,3,15,9,15
17/01/08,4,5,3,6,-9999,9,15,8,14,4
17/01/08,5,10,7,6,-9999,6,12,7,15,4
17/01/08,6,15,11,9,-9999,9,22,7,20,11
17/01/08,7,25,19,16,-9999,22,25,15,30,17
17/01/08,8,32,31,21,-9999,14,14,25,42,16
17/01/08,9,13,24,17,-9999,7,21,32,42,9
17/01/08,10,3,16,4,-9999,11,-9999,20,18,3
17/01/08,11,2,8,1,-9999,-9999,6,-9999,6,-9999
17/01/08,12,-9999,5,2,-9999,13,3,-9999,-9999,-9999
17/01/08,13,-9999,4,1,-9999,6,8,5,-9999,-9999
17/01/08,14,-9999,6,-9999,-9999,9,15,13,4,-9999
17/01/08,15,14,9,2,21,9,18,15,3,-9999
17/01/08,16,12,10,2,2,-9999,15,15,6,-9999
17/01/08,17,12,9,5,6,17,16,22,9,19
17/01/08,18,11,8,8,5,9,20,21,10,21
17/01/08,19,12,9,7,8,8,24,-9999,25,22
17/01/08,20,12,8,5,18,12,20,32,19,31
17/01/08,21,10,7,6,28,13,19,46,15,21
17/01/08,22,12,6,7,11,9,24,45,17,23
17/01/08,23,12,7,7,15,4,24,39,12,19
17/01/08,24,11,6,6,11,21,25,32,13,25
18/01/08,1,10,9,7,13,25,29,34,35,30
18/01/08,2,9,6,5,-9999,13,34,25,22,31
18/01/08,3,9,5,5,8,11,15,25,36,34
18/01/08,4,12,11,6,13,13,12,9,29,29
18/01/08,5,14,10,7,-9999,8,13,16,31,22
18/01/08,6,26,21,9,24,5,18,21,41,22
18/01/08,7,35,31,14,13,16,25,23,42,26
18/01/08,8,40,37,19,14,40,31,28,58,23
18/01/08,9,34,45,19,8,25,24,24,67,25
18/01/08,10,25,29,16,-9999,42,30,23,37,-9999
18/01/08,11,15,23,14,11,32,19,33,16,-9999
18/01/08,12,6,19,4,10,-9999,1,-9999,8,-9999
18/01/08,13,8,9,6,18,4,-9999,-9999,-9999,-9999
18/01/08,14,11,8,6,14,-9999,13,10,-9999,1
18/01/08,15,14,10,5,11,27,17,11,11,6
18/01/08,16,12,5,5,7,14,11,22,14,15
18/01/08,17,11,6,7,13,9,13,14,14,14
18/01/08,18,15,8,6,14,1,11,16,16,17
18/01/08,19,11,9,-9999,-9999,11,21,24,23,23
18/01/08,20,10,10,9,-9999,11,20,34,18,48
18/01/08,21,15,9,14,-9999,4,20,35,10,38
18/01/08,22,14,29,16,14,5,12,42,31,31
18/01/08,23,15,28,11,11,12,17,50,53,31
18/01/08,24,13,17,11,9,9,12,48,20,33
19/01/08,1,15,13,10,29,21,18,42,18,37
19/01/08,2,13,10,10,24,22,23,26,27,32
19/01/08,3,13,14,9,6,21,27,39,32,26
19/01/08,4,20,15,12,40,1,29,65,12,21
19/01/08,5,17,17,12,28,33,32,62,11,26
19/01/08,6,18,23,17,31,55,23,70,15,27
19/01/08,7,22,37,16,23,31,17,75,32,25
19/01/08,8,27,33,15,13,29,21,95,24,35
19/01/08,9,37,53,17,41,31,18,121,22,19
19/01/08,10,43,57,19,50,29,30,67,29,19
19/01/08,11,28,42,24,-9999,40,34,48,41,14
19/01/08,12,16,34,17,27,6,16,28,35,-9999
19/01/08,13,12,-9999,15,20,4,15,-9999,33,-9999
19/01/08,14,13,12,-9999,14,16,12,4,28,2
19/01/08,15,16,30,4,9,-9999,7,7,17,-9999
19/01/08,16,20,31,7,9,12,22,2,27,6
19/01/08,17,26,16,-9999,40,34,35,17,43,30
19/01/08,18,21,25,14,37,29,41,95,50,40
19/01/08,19,21,21,24,22,27,28,49,36,30
19/01/08,20,16,17,22,26,15,17,34,28,25
19/01/08,21,13,19,16,17,13,17,30,28,17
19/01/08,22,13,19,15,24,5,13,28,26,15
19/01/08,23,19,20,14,35,16,15,8,33,10
19/01/08,24,20,21,14,16,12,20,17,27,14
20/01/08,1,21,29,16,17,26,15,37,9,13
20/01/08,2,23,43,17,28,-9999,31,36,27,21
20/01/08,3,24,43,19,32,19,38,38,47,23
20/01/08,4,23,-9999,26,65,-9999,-9999,41,-9999,-9999
20/01/08,5,31,-9999,30,28,44,-9999,38,-9999,34
20/01/08,6,60,44,41,47,41,-9999,-9999,-9999,47
20/01/08,7,57,88,49,43,45,56,-9999,71,46
20/01/08,8,60,80,67,87,51,-9999,-9999,-9999,43
20/01/08,9,81,82,96,76,72,57,84,87,31
20/01/08,10,88,104,88,83,77,65,111,94,34
20/01/08,11,70,80,64,48,62,74,134,93,34
20/01/08,12,61,61,60,89,71,62,111,67,29
20/01/08,13,45,35,55,93,66,44,120,47,18
20/01/08,14,34,26,36,56,13,27,41,18,11
20/01/08,15,16,33,11,29,32,26,40,27,14
20/01/08,16,11,34,10,27,34,23,-9999,23,14
20/01/08,17,13,28,11,22,20,13,29,9,18
20/01/08,18,10,13,11,12,14,16,35,15,15
20/01/08,19,15,19,13,16,-9999,15,38,7,-9999
20/01/08,20,14,57,16,25,-9999,22,40,13,-9999
20/01/08,21,15,57,17,14,-9999,20,32,31,-9999
20/01/08,22,19,59,17,-9999,22,35,35,58,-9999
20/01/08,23,21,57,19,-9999,15,40,19,57,36
20/01/08,24,24,56,19,20,28,50,31,60,25
21/01/08,1,34,49,18,30,31,48,45,65,21
21/01/08,2,41,34,17,41,40,53,57,56,30
21/01/08,3,40,22,18,38,44,48,61,38,25
21/01/08,4,39,18,23,38,38,41,66,30,35
21/01/08,5,41,20,15,34,38,39,61,48,29
21/01/08,6,45,23,16,25,50,32,64,55,22
21/01/08,7,52,41,18,47,33,35,76,47,16
21/01/08,8,62,48,28,46,53,56,73,41,-9999
21/01/08,9,64,59,40,49,83,53,88,41,-9999
21/01/08,10,71,56,51,42,50,44,94,63,-9999
21/01/08,11,62,54,55,75,76,55,77,79,-9999
21/01/08,12,40,55,47,56,78,50,68,60,10
21/01/08,13,12,34,32,39,5,19,51,61,-9999
21/01/08,14,10,24,27,30,4,-9999,9,55,2
21/01/08,15,26,29,27,19,9,-9999,25,45,-9999
21/01/08,16,32,27,32,26,10,-9999,28,51,16
21/01/08,17,32,29,39,41,19,-9999,41,41,20
21/01/08,18,29,31,47,32,35,-9999,47,38,-9999
21/01/08,19,29,37,34,23,43,32,57,37,-9999
21/01/08,20,31,40,26,21,29,38,40,40,123
21/01/08,21,28,28,34,34,26,29,56,41,48
21/01/08,22,19,22,31,20,17,24,36,17,18
21/01/08,23,21,22,32,5,12,17,41,30,16
21/01/08,24,23,-9999,22,22,16,22,39,29,17
22/01/08,1,18,-9999,19,24,-9999,26,32,26,10
22/01/08,2,13,16,12,35,-9999,17,34,23,21
