FECHA,HORA,LVI,TLA,XAL,MER,PED,CES,NET,TLI,VIF,TAH,SUR,EAC,HAN,PLA,SAG,TAX,IZT
1/01/08,1,83,96,67,90,61,54,-9999,-9999,376,75,86,58,-9999,93,110,67,97
1/01/08,2,118,115,131,117,64,75,-9999,-9999,363,138,179,53,-9999,116,215,97,189
1/01/08,3,140,178,219,127,70,131,-9999,-9999,457,87,141,61,-9999,121,209,128,287
1/01/08,4,159,136,271,153,58,127,-9999,-9999,419,225,117,46,-9999,104,236,189,308
1/01/08,5,161,98,269,98,66,130,-9999,-9999,462,208,127,36,-9999,73,248,97,229
1/01/08,6,187,94,293,103,57,164,-9999,-9999,409,160,82,40,-9999,67,249,97,123
1/01/08,7,149,65,303,133,47,107,-9999,-9999,322,87,87,31,-9999,49,203,92,127
1/01/08,8,133,91,257,84,37,85,-9999,-9999,287,157,76,37,-9999,35,219,93,172
1/01/08,9,170,122,90,168,59,175,-9999,-9999,135,126,78,80,-9999,82,71,77,213
1/01/08,10,36,61,41,55,51,66,-9999,-9999,101,137,84,45,-9999,55,47,81,144
1/01/08,11,28,34,36,39,27,31,-9999,-9999,112,61,44,35,-9999,41,55,43,49
1/01/08,12,44,25,127,69,26,57,-9999,-9999,75,66,31,43,-9999,28,343,40,35
1/01/08,13,153,77,183,266,57,96,-9999,-9999,215,121,76,44,-9999,54,529,122,121
1/01/08,14,161,136,370,205,140,186,-9999,-9999,150,274,229,173,-9999,132,264,219,312
1/01/08,15,103,45,125,137,113,227,-9999,-9999,54,172,173,73,-9999,87,356,155,238
1/01/08,16,121,71,247,262,63,284,-9999,-9999,114,221,103,76,-9999,47,1319,115,147
1/01/08,17,82,55,116,189,102,305,-9999,-9999,23,472,251,86,-9999,83,243,286,399
1/01/08,18,58,29,97,65,30,108,-9999,-9999,18,-9999,74,34,-9999,26,124,112,171
1/01/08,19,64,29,81,42,23,77,-9999,-9999,7,73,26,36,-9999,19,39,45,102
1/01/08,20,38,25,55,43,22,59,-9999,-9999,2,63,17,33,-9999,21,24,32,65
1/01/08,21,14,22,23,19,13,37,-9999,-9999,21,67,7,22,-9999,20,14,19,47
1/01/08,22,7,10,14,16,13,22,-9999,-9999,4,66,6,27,-9999,13,11,11,28
1/01/08,23,4,10,9,-9999,16,10,-9999,-9999,1,23,5,19,-9999,10,10,9,23
1/01/08,24,7,8,1,-9999,7,7,-9999,-9999,-9999,26,2,6,-9999,8,1,5,16
2/01/08,1,6,9,10,-9999,6,9,-9999,-9999,6,19,4,7,-9999,6,4,5,33
2/01/08,2,6,8,17,-9999,4,7,-9999,-9999,18,12,1,-9999,-9999,8,13,-9999,19
2/01/08,3,1,7,12,5,1,6,-9999,-9999,11,9,6,-9999,-9999,5,16,6,17
2/01/08,4,5,9,6,7,6,5,-9999,-9999,11,7,3,-9999,-9999,5,-9999,4,12
2/01/08,5,-9999,9,5,-9999,5,3,-9999,-9999,10,-9999,-9999,-9999,-9999,8,-9999,5,12
2/01/08,6,-9999,8,11,1,7,1,-9999,-9999,8,-9999,-9999,-9999,-9999,6,1,5,9
2/01/08,7,2,11,18,5,11,6,-9999,-9999,-9999,4,-9999,-9999,-9999,12,7,8,14
2/01/08,8,10,16,23,23,13,10,-9999,-9999,4,15,11,-9999,-9999,14,12,20,25
2/01/08,9,8,24,44,14,23,14,-9999,-9999,16,16,13,-9999,-9999,19,17,24,24
2/01/08,10,12,30,79,22,35,18,-9999,-9999,51,19,14,-9999,-9999,22,-9999,21,22
2/01/08,11,15,38,56,30,22,23,-9999,-9999,68,34,19,-9999,-9999,21,-9999,35,29
2/01/08,12,50,56,71,58,35,37,-9999,-9999,62,67,29,-9999,-9999,36,-9999,36,52
2/01/08,13,54,83,99,58,55,48,-9999,-9999,92,84,53,-9999,-9999,56,-9999,53,59
2/01/08,14,65,113,107,67,68,52,-9999,-9999,84,99,65,-9999,-9999,68,-9999,63,73
2/01/08,15,75,125,127,82,92,72,-9999,-9999,103,109,90,-9999,-9999,89,111,89,95
2/01/08,16,90,135,152,87,109,83,-9999,-9999,141,133,99,117,-9999,98,184,94,105
2/01/08,17,103,129,139,104,115,96,-9999,-9999,99,133,103,134,-9999,112,176,98,114
2/01/08,18,95,99,118,99,128,89,-9999,-9999,70,118,121,111,-9999,110,181,103,149
2/01/08,19,84,84,92,86,99,64,-9999,-9999,48,89,96,96,-9999,89,222,80,130
2/01/08,20,57,61,73,63,82,53,-9999,-9999,27,78,75,72,-9999,77,154,55,98
2/01/08,21,29,40,42,32,55,28,-9999,-9999,15,44,49,40,-9999,47,38,35,65
2/01/08,22,26,47,31,29,32,22,-9999,-9999,17,34,30,23,-9999,27,25,34,39
2/01/08,23,21,-9999,17,-9999,-9999,24,-9999,-9999,14,31,-9999,-9999,-9999,14,-9999,-9999,34
2/01/08,24,17,9,8,-9999,4,14,-9999,-9999,10,11,-9999,5,-9999,7,-9999,12,29
3/01/08,1,13,9,4,17,4,11,-9999,-9999,15,11,8,5,-9999,6,10,8,30
3/01/08,2,10,6,4,12,3,6,-9999,-9999,6,10,1,4,-9999,5,8,8,21
3/01/08,3,6,2,13,5,1,6,-9999,-9999,4,-9999,1,-9999,-9999,1,1,1,12
3/01/08,4,4,2,11,10,2,-9999,-9999,-9999,12,2,-9999,-9999,-9999,1,9,3,11
3/01/08,5,6,17,18,16,3,4,-9999,-9999,13,2,1,1,-9999,4,11,3,23
3/01/08,6,13,24,35,27,5,8,-9999,-9999,11,8,4,8,-9999,4,22,9,26
3/01/08,7,27,20,42,32,6,16,-9999,-9999,24,3,6,14,-9999,13,33,12,24
3/01/08,8,35,24,80,36,15,44,-9999,-9999,40,13,15,26,-9999,17,42,20,-9999
3/01/08,9,38,30,76,46,17,38,-9999,-9999,54,46,17,17,-9999,19,63,22,21
3/01/08,10,49,38,105,-9999,25,33,-9999,-9999,41,31,26,16,-9999,30,52,38,-9999
3/01/08,11,81,64,74,-9999,33,73,-9999,-9999,29,65,46,30,-9999,46,44,58,71
3/01/08,12,101,73,84,-9999,-9999,84,-9999,-9999,37,79,55,37,-9999,51,49,71,93
3/01/08,13,91,-9999,83,-9999,60,82,-9999,-9999,50,94,71,64,-9999,63,65,95,102
3/01/08,14,94,-9999,63,74,67,80,-9999,-9999,50,123,79,85,-9999,79,49,103,122
3/01/08,15,75,-9999,88,54,73,84,-9999,-9999,75,131,88,82,-9999,83,49,102,102
3/01/08,16,74,80,100,56,76,74,-9999,-9999,95,143,81,88,-9999,69,56,86,72
3/01/08,17,78,93,110,53,70,69,-9999,-9999,115,132,75,80,-9999,74,88,69,74
3/01/08,18,96,129,-9999,57,68,65,-9999,-9999,137,148,60,94,-9999,75,129,69,104
3/01/08,19,113,142,-9999,121,105,112,-9999,-9999,102,160,105,108,-9999,98,123,93,109
3/01/08,20,-9999,116,-9999,107,100,138,-9999,-9999,69,149,125,76,-9999,95,111,125,153
3/01/08,21,-9999,84,-9999,91,85,93,-9999,-9999,47,107,86,75,-9999,73,71,88,128
3/01/08,22,55,63,102,72,76,64,-9999,-9999,41,80,75,45,-9999,60,41,71,102
3/01/08,23,46,40,73,63,54,49,-9999,-9999,28,79,50,38,-9999,45,33,55,84
3/01/08,24,52,40,57,49,42,26,-9999,-9999,22,46,44,34,-9999,43,30,46,67
4/01/08,1,47,44,57,45,39,23,-9999,-9999,25,35,34,33,-9999,43,37,31,68
4/01/08,2,44,36,55,31,37,19,-9999,-9999,30,30,23,33,-9999,37,30,25,57
4/01/08,3,54,32,44,25,34,22,-9999,-9999,40,21,21,43,-9999,34,40,23,45
4/01/08,4,47,38,39,35,31,18,-9999,-9999,38,26,22,46,-9999,42,43,25,52
4/01/08,5,32,44,36,36,30,23,-9999,-9999,43,26,28,48,-9999,43,40,27,59
4/01/08,6,51,44,61,45,24,28,-9999,-9999,53,23,24,51,-9999,23,75,30,52
4/01/08,7,68,53,84,80,32,32,-9999,-9999,65,42,33,58,-9999,31,84,40,61
4/01/08,8,101,79,106,114,44,68,-9999,-9999,79,73,51,83,-9999,44,68,53,125
4/01/08,9,105,102,164,116,57,127,-9999,-9999,97,74,57,89,-9999,58,108,85,177
4/01/08,10,117,105,182,111,60,113,-9999,-9999,118,76,69,102,-9999,85,131,138,159
4/01/08,11,114,125,-9999,113,74,112,-9999,-9999,142,92,74,144,-9999,116,138,130,159
4/01/08,12,153,155,-9999,113,94,128,-9999,-9999,166,101,108,180,-9999,152,113,149,165
4/01/08,13,141,119,-9999,114,94,112,-9999,-9999,158,90,102,174,-9999,135,122,160,152
4/01/08,14,136,78,-9999,85,67,79,-9999,-9999,79,100,91,88,-9999,83,72,103,146
4/01/08,15,43,57,80,43,61,48,-9999,-9999,18,75,53,54,-9999,32,53,68,86
4/01/08,16,138,92,69,33,44,47,-9999,-9999,41,71,32,69,-9999,30,52,48,66
4/01/08,17,138,58,86,79,-9999,54,-9999,-9999,40,59,29,61,-9999,53,58,53,41
4/01/08,18,48,57,91,71,-9999,43,-9999,-9999,143,132,44,63,-9999,87,80,62,93
4/01/08,19,111,103,116,71,89,85,-9999,-9999,193,120,130,96,-9999,73,128,114,140
4/01/08,20,132,120,141,111,84,98,-9999,-9999,155,114,111,112,-9999,92,120,142,147
4/01/08,21,116,124,95,122,75,121,-9999,-9999,140,101,114,111,-9999,99,99,102,181
4/01/08,22,108,101,91,108,70,99,-9999,-9999,117,129,91,94,-9999,94,78,97,153
4/01/08,23,98,95,135,92,63,104,-9999,-9999,108,133,82,81,-9999,71,99,91,149
4/01/08,24,106,86,116,100,56,85,-9999,-9999,133,114,104,70,-9999,69,179,92,133
5/01/08,1,107,71,110,101,52,129,-9999,-9999,145,99,105,67,-9999,63,130,111,140
5/01/08,2,119,49,108,98,38,131,-9999,-9999,125,99,91,66,-9999,57,126,133,166
5/01/08,3,113,46,120,99,29,102,-9999,-9999,98,82,76,50,-9999,44,147,103,195
5/01/08,4,116,47,92,112,30,91,-9999,-9999,85,73,82,41,-9999,40,118,91,184
5/01/08,5,77,52,97,109,35,91,-9999,-9999,100,67,82,40,-9999,39,105,84,157
5/01/08,6,68,56,132,112,26,83,-9999,-9999,81,67,67,41,-9999,35,101,82,158
5/01/08,7,68,65,149,133,34,78,-9999,-9999,77,69,52,48,-9999,51,98,90,174
5/01/08,8,84,62,153,132,44,107,-9999,-9999,117,91,77,60,-9999,68,177,93,156
5/01/08,9,130,81,219,157,59,134,-9999,-9999,153,125,92,79,-9999,93,150,90,154
5/01/08,10,165,96,186,142,94,158,-9999,-9999,162,140,131,111,-9999,91,162,112,188
5/01/08,11,141,131,161,159,96,147,-9999,-9999,-9999,124,91,147,-9999,99,139,114,202
5/01/08,12,119,99,144,124,65,94,-9999,-9999,-9999,75,55,116,-9999,89,110,91,196
5/01/08,13,124,61,129,79,51,96,-9999,-9999,-9999,62,65,73,-9999,76,91,105,186
5/01/08,14,125,6,37,67,34,37,-9999,-9999,-9999,67,7,28,-9999,35,22,37,103
5/01/08,15,78,28,41,87,53,36,-9999,-9999,-9999,24,53,35,-9999,54,52,52,87
5/01/08,16,82,48,83,72,62,59,-9999,-9999,39,46,64,51,-9999,56,60,68,105
5/01/08,17,52,50,60,56,65,74,-9999,-9999,25,50,65,57,-9999,53,57,68,105
5/01/08,18,69,40,84,61,74,73,-9999,-9999,51,93,66,72,-9999,56,63,-9999,87
5/01/08,19,83,82,111,93,98,116,-9999,-9999,181,176,127,120,-9999,96,134,106,119
5/01/08,20,162,110,176,121,77,101,-9999,-9999,194,137,134,101,-9999,90,207,109,192
5/01/08,21,182,114,170,126,69,92,-9999,-9999,271,145,103,129,-9999,87,128,-9999,185
5/01/08,22,138,93,190,127,59,104,-9999,-9999,173,125,85,104,-9999,79,143,107,155
5/01/08,23,88,84,179,123,60,116,-9999,-9999,199,100,107,75,-9999,48,155,94,143
5/01/08,24,108,87,162,88,65,100,-9999,-9999,174,140,104,81,-9999,57,159,103,138
6/01/08,1,87,65,169,87,73,85,-9999,-9999,168,87,108,63,-9999,66,166,81,146
6/01/08,2,69,49,160,99,54,87,-9999,-9999,161,114,111,56,-9999,66,165,81,143
6/01/08,3,81,38,125,76,28,83,-9999,-9999,124,87,89,50,-9999,52,153,86,146
6/01/08,4,110,44,113,71,33,78,-9999,-9999,128,58,79,49,-9999,44,126,75,139
6/01/08,5,129,47,116,106,25,74,-9999,-9999,102,32,64,54,-9999,46,101,87,128
6/01/08,6,104,38,123,111,20,63,-9999,-9999,99,43,64,49,-9999,38,89,83,122
6/01/08,7,96,43,143,128,27,67,-9999,-9999,106,51,33,59,-9999,42,96,58,127
6/01/08,8,89,48,125,128,36,73,-9999,-9999,108,54,61,72,-9999,44,75,64,129
6/01/08,9,114,65,131,142,42,92,-9999,-9999,122,71,44,83,-9999,64,82,42,85
6/01/08,10,127,80,111,-9999,115,109,-9999,-9999,120,89,50,79,-9999,102,116,55,108
6/01/08,11,137,80,122,-9999,77,115,-9999,-9999,108,89,66,76,-9999,93,105,93,182
6/01/08,12,116,125,120,111,55,98,-9999,-9999,108,97,61,73,-9999,75,105,103,148
6/01/08,13,69,69,74,68,50,72,-9999,-9999,48,85,64,54,-9999,65,50,79,124
6/01/08,14,45,50,24,60,53,63,-9999,-9999,3,60,48,60,-9999,58,21,54,80
6/01/08,15,24,38,18,43,46,27,-9999,-9999,2,-9999,38,38,-9999,38,-9999,39,75
6/01/08,16,23,28,17,29,15,17,-9999,-9999,-9999,18,23,36,-9999,20,32,39,50
6/01/08,17,13,34,30,47,12,46,-9999,-9999,43,56,37,37,-9999,14,44,32,45
6/01/08,18,36,41,68,60,24,55,-9999,-9999,56,129,50,43,-9999,18,109,37,53
6/01/08,19,44,52,75,55,36,64,-9999,-9999,94,67,60,52,-9999,43,-9999,44,85
6/01/08,20,82,63,56,58,20,53,-9999,-9999,114,62,45,48,-9999,39,-9999,48,87
6/01/08,21,84,69,63,55,-9999,79,-9999,-9999,153,95,30,55,-9999,24,92,50,90
6/01/08,22,143,64,90,68,-9999,50,-9999,-9999,159,43,85,59,-9999,43,102,48,99
6/01/08,23,144,87,112,73,-9999,57,-9999,-9999,98,36,46,63,-9999,36,40,54,103
6/01/08,24,64,83,135,59,15,63,-9999,-9999,130,40,20,51,-9999,28,63,47,96
7/01/08,1,58,60,88,51,5,61,-9999,-9999,140,21,52,48,-9999,22,99,46,82
7/01/08,2,35,47,71,38,12,28,-9999,-9999,103,28,47,33,-9999,11,62,39,64
7/01/08,3,41,27,66,34,8,20,-9999,-9999,103,26,34,28,-9999,9,70,31,75
7/01/08,4,58,15,64,34,9,22,-9999,-9999,85,29,28,18,-9999,-9999,76,26,67
7/01/08,5,47,19,77,33,6,24,-9999,-9999,49,19,43,12,-9999,8,68,34,48
7/01/08,6,60,23,112,44,11,37,-9999,-9999,75,24,10,23,-9999,24,82,34,50
7/01/08,7,73,55,94,55,31,55,-9999,-9999,138,53,47,55,-9999,39,71,51,60
7/01/08,8,122,97,185,127,50,84,-9999,-9999,184,84,72,93,-9999,62,87,64,83
7/01/08,9,114,106,289,123,52,98,-9999,-9999,157,81,56,72,-9999,77,109,66,79
7/01/08,10,90,83,211,90,60,144,-9999,-9999,152,73,46,50,-9999,44,132,69,91
7/01/08,11,104,110,114,86,47,-9999,-9999,-9999,125,54,-9999,77,-9999,54,139,91,118
7/01/08,12,43,-9999,41,44,30,-9999,-9999,-9999,101,19,-9999,85,-9999,28,40,98,98
7/01/08,13,44,-9999,24,27,23,-9999,-9999,-9999,-9999,29,-9999,34,-9999,20,10,51,47
7/01/08,14,12,-9999,17,23,24,28,-9999,-9999,30,21,-9999,25,-9999,22,20,35,38
7/01/08,15,41,32,-9999,31,29,26,-9999,-9999,35,21,38,36,-9999,34,27,33,34
7/01/08,16,30,41,-9999,31,30,54,-9999,-9999,51,41,39,44,-9999,29,42,25,34
7/01/08,17,84,37,-9999,49,46,111,-9999,-9999,54,79,55,42,-9999,42,79,51,48
7/01/08,18,144,38,-9999,59,46,96,-9999,-9999,84,80,56,65,-9999,32,150,67,80
7/01/08,19,49,51,-9999,48,41,57,-9999,-9999,186,68,54,62,-9999,44,156,40,74
7/01/08,20,48,50,-9999,53,37,49,-9999,-9999,183,63,77,69,-9999,42,110,37,69
7/01/08,21,48,66,-9999,40,32,66,-9999,-9999,91,65,71,53,-9999,36,88,34,55
7/01/08,22,68,52,79,52,29,65,-9999,-9999,81,78,76,53,-9999,29,98,43,60
7/01/08,23,28,77,96,50,35,47,-9999,-9999,105,59,52,52,-9999,22,116,50,97
7/01/08,24,27,51,115,21,18,40,-9999,-9999,122,54,63,41,-9999,16,146,45,121
8/01/08,1,44,45,103,34,10,44,-9999,-9999,118,55,68,23,-9999,14,84,41,72
8/01/08,2,41,32,69,39,9,40,-9999,-9999,99,38,37,22,-9999,18,102,18,70
8/01/08,3,38,35,70,37,7,49,-9999,-9999,74,35,27,17,-9999,16,71,26,50
8/01/08,4,61,36,55,25,10,30,-9999,-9999,74,11,39,20,-9999,19,59,41,56
8/01/08,5,76,30,64,40,32,33,-9999,-9999,60,20,40,24,-9999,16,76,35,72
8/01/08,6,79,31,83,43,-9999,44,-9999,-9999,111,30,42,23,-9999,23,158,34,60
8/01/08,7,95,49,85,54,22,78,-9999,-9999,159,20,55,42,-9999,26,132,54,81
8/01/08,8,116,96,194,-9999,63,82,-9999,-9999,167,43,69,84,-9999,42,143,70,80
8/01/08,9,145,133,175,-9999,67,111,-9999,-9999,169,135,68,101,-9999,79,147,76,66
8/01/08,10,128,140,183,114,62,182,-9999,-9999,154,118,50,64,-9999,93,147,136,96
8/01/08,11,103,90,112,82,52,275,-9999,-9999,116,124,-9999,68,-9999,78,108,88,151
8/01/08,12,60,67,71,61,51,163,-9999,-9999,109,-9999,-9999,100,-9999,69,62,138,119
8/01/08,13,45,15,43,53,55,79,-9999,-9999,40,-9999,-9999,45,-9999,53,36,102,66
8/01/08,14,41,30,45,53,62,20,-9999,-9999,42,-9999,-9999,42,-9999,52,32,57,81
8/01/08,15,44,51,57,38,-9999,26,-9999,-9999,48,-9999,34,62,-9999,38,41,20,50
8/01/08,16,43,48,56,46,-9999,90,-9999,-9999,56,-9999,28,55,-9999,25,45,28,44
8/01/08,17,44,58,67,54,-9999,65,-9999,-9999,66,-9999,54,69,-9999,32,67,38,61
8/01/08,18,91,74,105,66,-9999,111,-9999,-9999,103,81,55,131,-9999,58,125,77,98
8/01/08,19,89,93,117,63,49,92,-9999,-9999,177,63,101,111,-9999,63,144,73,107
8/01/08,20,63,69,115,62,42,92,-9999,-9999,178,55,93,92,-9999,58,135,52,94
8/01/08,21,108,85,99,78,46,68,-9999,-9999,107,68,75,112,-9999,30,82,47,71
8/01/08,22,72,104,80,146,49,53,-9999,-9999,55,104,67,108,-9999,61,92,36,79
8/01/08,23,74,88,71,92,62,71,-9999,-9999,42,90,96,68,-9999,84,67,65,125
8/01/08,24,73,60,56,70,49,50,-9999,-9999,54,94,86,43,-9999,62,50,67,122
9/01/08,1,67,36,88,54,43,50,-9999,-9999,74,70,67,29,-9999,44,56,50,81
9/01/08,2,44,36,72,40,40,36,-9999,-9999,57,62,65,37,-9999,41,48,35,58
9/01/08,3,40,27,62,41,40,39,-9999,-9999,14,66,56,27,-9999,29,49,32,57
9/01/08,4,39,27,52,33,30,41,-9999,-9999,22,41,54,16,-9999,23,44,41,42
9/01/08,5,64,61,44,42,29,46,-9999,-9999,52,70,53,22,-9999,25,57,41,45
9/01/08,6,53,36,73,63,34,41,-9999,-9999,85,42,50,32,-9999,30,76,38,50
9/01/08,7,69,58,96,77,33,77,-9999,-9999,102,42,67,47,-9999,35,84,57,96
9/01/08,8,101,80,156,121,48,97,-9999,-9999,128,116,82,83,-9999,62,109,79,102
9/01/08,9,99,108,224,98,53,109,-9999,-9999,138,127,98,97,-9999,57,106,84,90
9/01/08,10,105,114,158,103,56,98,-9999,-9999,101,96,73,-9999,-9999,91,104,-9999,99
9/01/08,11,117,84,133,87,64,83,-9999,-9999,102,51,68,-9999,-9999,90,78,-9999,126
9/01/08,12,89,74,92,74,79,102,-9999,-9999,136,54,85,-9999,-9999,95,59,-9999,146
9/01/08,13,65,54,66,86,74,83,-9999,-9999,81,41,65,-9999,-9999,-9999,46,-9999,131
9/01/08,14,75,56,61,60,40,89,-9999,-9999,60,-9999,37,59,-9999,-9999,65,-9999,78
9/01/08,15,51,64,53,37,40,45,-9999,-9999,65,-9999,50,62,-9999,-9999,101,31,33
9/01/08,16,71,46,117,46,46,73,-9999,-9999,62,77,56,48,-9999,-9999,137,40,39
9/01/08,17,185,51,118,52,44,68,-9999,-9999,83,73,54,46,-9999,-9999,113,54,57
9/01/08,18,122,87,127,60,52,89,-9999,-9999,116,74,56,71,-9999,55,139,55,69
9/01/08,19,67,81,143,58,49,76,-9999,-9999,159,74,48,62,-9999,57,152,51,88
9/01/08,20,57,76,109,59,48,62,-9999,-9999,139,67,54,66,-9999,45,155,58,86
9/01/08,21,53,49,74,62,48,74,-9999,-9999,103,73,94,69,-9999,42,115,55,76
9/01/08,22,69,80,109,70,47,83,-9999,-9999,137,66,61,79,-9999,33,95,72,90
9/01/08,23,39,65,137,88,41,78,-9999,-9999,161,82,59,65,-9999,32,97,48,111
9/01/08,24,28,42,165,47,32,42,-9999,-9999,108,66,51,42,-9999,23,90,48,113
10/01/08,1,32,48,158,42,23,46,-9999,-9999,131,53,56,36,-9999,24,81,51,89
10/01/08,2,33,54,114,47,25,33,-9999,-9999,113,47,51,31,-9999,19,85,44,75
10/01/08,3,34,55,58,44,25,38,-9999,-9999,77,47,45,31,-9999,15,72,35,63
10/01/08,4,35,30,67,37,26,41,-9999,-9999,60,41,45,29,-9999,27,69,50,58
10/01/08,5,40,44,56,36,27,43,-9999,-9999,54,41,50,28,-9999,29,69,50,67
10/01/08,6,69,48,88,63,28,45,-9999,-9999,64,48,48,37,-9999,29,75,54,62
10/01/08,7,86,78,122,104,35,55,-9999,-9999,116,64,58,60,-9999,34,120,63,92
10/01/08,8,108,96,160,103,53,86,-9999,-9999,168,90,69,101,-9999,56,111,78,134
10/01/08,9,133,107,244,109,68,128,-9999,-9999,208,117,73,108,-9999,62,134,83,138
10/01/08,10,116,109,202,106,75,105,-9999,-9999,185,69,63,94,-9999,68,101,64,141
10/01/08,11,94,103,130,90,67,99,-9999,-9999,-9999,60,53,86,-9999,69,77,92,134
10/01/08,12,68,77,82,79,55,94,-9999,-9999,-9999,39,51,98,-9999,81,57,80,96
10/01/08,13,70,60,46,70,43,71,-9999,-9999,-9999,44,48,93,-9999,46,38,72,71
10/01/08,14,59,65,55,45,40,45,-9999,-9999,-9999,59,41,77,-9999,45,40,-9999,67
10/01/08,15,71,73,63,55,40,29,-9999,-9999,69,75,44,72,-9999,31,58,-9999,63
10/01/08,16,64,54,96,54,50,76,-9999,-9999,83,77,51,75,-9999,55,73,59,61
10/01/08,17,86,68,141,60,56,109,-9999,-9999,44,83,79,73,-9999,53,82,92,70
10/01/08,18,160,56,154,128,83,151,-9999,-9999,60,85,136,90,-9999,67,145,111,124
10/01/08,19,101,96,151,100,71,138,-9999,-9999,160,87,89,88,-9999,70,170,91,142
10/01/08,20,119,97,123,77,48,124,-9999,-9999,171,77,79,121,-9999,42,144,70,114
10/01/08,21,108,97,121,94,63,101,-9999,-9999,80,104,74,76,-9999,63,105,77,97
10/01/08,22,70,88,111,86,94,70,-9999,-9999,139,82,100,72,-9999,86,80,94,116
10/01/08,23,61,74,66,86,60,77,-9999,-9999,146,58,87,61,-9999,53,60,82,141
10/01/08,24,62,46,56,59,42,88,-9999,-9999,127,62,51,43,-9999,35,84,60,125
11/01/08,1,53,34,91,51,36,69,-9999,-9999,115,81,43,30,-9999,30,89,37,96
11/01/08,2,58,29,83,49,31,60,-9999,-9999,66,72,51,32,-9999,26,114,47,72
11/01/08,3,74,39,87,47,36,75,-9999,-9999,58,59,79,31,-9999,32,109,77,62
11/01/08,4,94,32,62,44,38,48,-9999,-9999,65,49,58,30,-9999,43,115,71,88
11/01/08,5,78,29,76,69,27,47,-9999,-9999,100,47,64,28,-9999,36,112,63,103
11/01/08,6,61,36,99,85,29,67,-9999,-9999,100,54,65,34,-9999,30,130,56,97
11/01/08,7,88,56,170,75,36,70,-9999,-9999,111,58,68,54,-9999,37,107,63,81
11/01/08,8,142,92,207,123,61,85,-9999,-9999,163,71,77,91,-9999,54,175,81,94
11/01/08,9,159,119,240,154,75,-9999,-9999,-9999,208,93,89,142,-9999,73,202,99,128
11/01/08,10,122,152,180,116,62,-9999,-9999,-9999,155,115,76,140,-9999,73,175,111,126
11/01/08,11,118,100,112,119,70,-9999,-9999,-9999,144,60,84,147,-9999,64,110,126,165
11/01/08,12,69,87,-9999,62,61,116,-9999,-9999,158,76,84,138,-9999,68,64,130,118
11/01/08,13,58,107,-9999,45,68,78,-9999,-9999,100,63,60,92,-9999,57,91,80,74
11/01/08,14,40,57,-9999,44,60,72,-9999,-9999,83,81,56,77,-9999,64,79,49,55
11/01/08,15,70,45,81,49,48,91,-9999,-9999,94,79,43,74,-9999,50,98,47,56
11/01/08,16,135,46,158,151,50,120,-9999,-9999,130,114,60,56,-9999,32,189,66,59
11/01/08,17,220,99,339,187,78,166,-9999,-9999,242,80,58,31,-9999,41,543,67,74
11/01/08,18,145,163,385,110,54,95,-9999,-9999,559,103,52,76,-9999,62,500,50,82
11/01/08,19,83,174,238,67,51,77,-9999,-9999,368,88,79,78,-9999,52,277,59,90
11/01/08,20,65,106,115,62,51,97,-9999,-9999,161,59,102,66,-9999,50,155,62,99
11/01/08,21,108,62,73,83,53,81,-9999,-9999,118,67,81,63,-9999,47,122,64,95
11/01/08,22,73,92,-9999,67,38,60,-9999,-9999,89,59,60,53,-9999,50,83,60,92
11/01/08,23,53,80,-9999,60,34,49,-9999,-9999,65,42,47,68,-9999,44,63,44,91
11/01/08,24,72,62,-9999,42,34,52,-9999,-9999,130,48,52,80,-9999,19,50,39,66
12/01/08,1,80,50,66,40,32,40,-9999,-9999,158,41,49,47,-9999,28,44,41,72
12/01/08,2,88,57,51,67,24,43,-9999,-9999,119,26,53,46,-9999,22,51,47,87
12/01/08,3,69,60,52,63,-9999,58,-9999,-9999,107,25,50,43,-9999,18,67,51,96
12/01/08,4,72,39,72,52,20,53,-9999,-9999,92,27,45,36,-9999,22,79,56,81
12/01/08,5,65,32,80,44,21,37,-9999,-9999,91,41,42,28,-9999,27,74,45,66
12/01/08,6,68,28,141,62,24,43,-9999,-9999,80,34,50,33,-9999,40,76,37,56
12/01/08,7,80,46,132,61,30,59,-9999,-9999,95,28,51,48,-9999,47,102,63,66
12/01/08,8,100,74,185,124,39,79,-9999,-9999,123,49,72,64,-9999,48,134,73,63
12/01/08,9,135,106,169,133,57,119,-9999,-9999,162,71,77,98,-9999,59,196,60,69
12/01/08,10,75,95,141,97,49,133,-9999,-9999,139,83,95,83,-9999,62,160,82,106
12/01/08,11,61,64,100,48,49,69,-9999,-9999,105,26,64,67,-9999,59,90,97,127
12/01/08,12,37,49,38,35,53,56,-9999,-9999,80,25,85,48,-9999,58,32,62,73
12/01/08,13,15,64,52,36,63,85,-9999,-9999,64,42,78,67,-9999,45,26,56,65
12/01/08,14,-9999,48,39,18,38,49,-9999,-9999,67,64,46,62,-9999,24,34,43,62
12/01/08,15,36,49,45,40,29,40,-9999,-9999,74,74,31,52,-9999,26,50,27,66
12/01/08,16,36,75,57,26,27,47,-9999,-9999,72,68,55,37,-9999,26,37,47,55
12/01/08,17,44,49,71,43,34,63,-9999,-9999,65,72,86,85,-9999,35,50,49,56
12/01/08,18,141,51,114,91,55,107,-9999,-9999,84,82,68,62,-9999,52,126,66,73
12/01/08,19,83,108,104,100,49,89,-9999,-9999,144,74,51,39,-9999,50,134,51,109
