FECHA,HORA,LVI,TLA,XAL,MER,PED,CES,NET,TLI,VIF,TAH,SUR,EAC,HAN,PLA,SAG,TAX,IZT
22/11/08,14,-9999,-9999,64,44,33,29,-9999,-9999,-9999,36,-9999,56,-9999,32,26,-9999,30
22/11/08,15,-9999,-9999,58,51,37,27,-9999,-9999,-9999,46,-9999,50,-9999,40,32,-9999,41
22/11/08,16,-9999,58,-9999,64,44,32,-9999,-9999,-9999,42,-9999,45,-9999,42,50,-9999,47
22/11/08,17,-9999,63,127,78,46,42,-9999,-9999,-9999,46,-9999,57,-9999,42,94,-9999,49
22/11/08,18,-9999,-9999,95,68,41,51,-9999,-9999,-9999,69,-9999,58,-9999,44,49,-9999,53
22/11/08,19,-9999,-9999,72,59,51,38,-9999,-9999,-9999,58,-9999,58,-9999,55,-9999,-9999,55
22/11/08,20,-9999,66,72,73,39,38,-9999,-9999,-9999,47,-9999,42,-9999,40,-9999,-9999,42
22/11/08,21,-9999,51,50,59,25,34,-9999,-9999,-9999,58,-9999,32,-9999,28,31,-9999,46
22/11/08,22,-9999,49,54,39,26,22,-9999,-9999,-9999,37,-9999,32,-9999,28,21,-9999,29
22/11/08,23,-9999,46,36,29,26,23,-9999,-9999,-9999,36,-9999,29,-9999,26,19,-9999,32
22/11/08,24,-9999,40,22,40,23,18,-9999,-9999,-9999,31,-9999,21,-9999,22,30,-9999,33
23/11/08,1,-9999,34,31,42,23,13,-9999,-9999,-9999,30,-9999,21,-9999,20,60,-9999,40
23/11/08,2,-9999,24,33,35,20,17,-9999,-9999,-9999,23,-9999,17,-9999,18,47,-9999,31
23/11/08,3,-9999,22,43,32,17,23,-9999,-9999,-9999,18,-9999,-9999,-9999,25,38,-9999,22
23/11/08,4,-9999,24,48,24,18,31,-9999,-9999,-9999,28,-9999,-9999,-9999,25,37,-9999,20
23/11/08,5,-9999,26,59,34,21,31,-9999,-9999,-9999,28,-9999,-9999,-9999,21,42,-9999,32
23/11/08,6,-9999,30,53,33,28,34,-9999,-9999,-9999,32,-9999,-9999,-9999,24,35,-9999,38
23/11/08,7,-9999,32,44,42,24,38,-9999,-9999,-9999,41,-9999,-9999,-9999,29,41,-9999,34
23/11/08,8,-9999,37,65,47,22,45,-9999,-9999,-9999,49,-9999,-9999,-9999,28,80,-9999,42
23/11/08,9,-9999,42,76,54,39,68,-9999,-9999,-9999,51,-9999,30,-9999,43,54,-9999,61
23/11/08,10,-9999,47,101,77,51,74,-9999,-9999,-9999,68,-9999,48,-9999,57,66,-9999,72
23/11/08,11,-9999,68,102,84,55,80,-9999,-9999,-9999,65,-9999,55,-9999,70,67,-9999,79
23/11/08,12,-9999,83,112,84,61,87,-9999,-9999,-9999,71,-9999,52,-9999,71,82,-9999,95
23/11/08,13,-9999,75,91,78,59,75,-9999,-9999,-9999,60,-9999,56,-9999,61,59,-9999,85
23/11/08,14,-9999,69,95,78,67,61,-9999,-9999,-9999,85,-9999,65,-9999,68,71,-9999,57
23/11/08,15,-9999,71,70,72,68,58,-9999,-9999,-9999,85,-9999,71,-9999,71,44,-9999,68
23/11/08,16,-9999,78,71,84,68,58,-9999,-9999,-9999,72,-9999,71,-9999,74,54,-9999,55
23/11/08,17,-9999,81,83,94,72,66,-9999,-9999,-9999,63,-9999,77,-9999,69,57,-9999,73
23/11/08,18,-9999,65,71,105,87,70,-9999,-9999,-9999,76,-9999,73,-9999,58,52,-9999,97
23/11/08,19,-9999,94,104,73,97,70,-9999,-9999,-9999,111,-9999,67,-9999,78,90,-9999,104
23/11/08,20,-9999,99,111,86,85,131,-9999,-9999,-9999,135,-9999,89,-9999,93,105,-9999,99
23/11/08,21,-9999,88,89,91,78,95,-9999,-9999,-9999,130,-9999,68,-9999,82,87,-9999,87
23/11/08,22,-9999,66,46,74,76,60,-9999,-9999,-9999,81,-9999,44,-9999,53,46,-9999,77
23/11/08,23,-9999,52,49,54,56,88,-9999,-9999,-9999,64,-9999,31,-9999,36,32,-9999,51
23/11/08,24,-9999,41,45,35,37,54,-9999,-9999,-9999,66,-9999,24,-9999,26,58,-9999,33
24/11/08,1,-9999,28,59,43,43,16,-9999,-9999,-9999,69,-9999,32,-9999,28,37,-9999,47
24/11/08,2,-9999,45,62,40,37,20,-9999,-9999,-9999,76,-9999,40,-9999,31,34,-9999,48
24/11/08,3,-9999,68,56,32,28,20,-9999,-9999,-9999,59,-9999,48,-9999,26,60,-9999,45
24/11/08,4,-9999,51,63,26,28,13,-9999,-9999,-9999,39,-9999,42,-9999,29,65,-9999,38
24/11/08,5,-9999,46,58,54,26,34,-9999,-9999,-9999,57,-9999,44,-9999,30,53,-9999,54
24/11/08,6,-9999,57,96,88,25,58,-9999,-9999,-9999,38,-9999,46,-9999,31,57,-9999,101
24/11/08,7,-9999,75,111,100,45,82,-9999,-9999,-9999,49,-9999,49,-9999,41,76,-9999,120
24/11/08,8,-9999,93,150,108,64,107,-9999,-9999,-9999,104,-9999,86,-9999,82,82,-9999,112
24/11/08,9,-9999,123,193,138,66,120,-9999,-9999,-9999,98,-9999,101,-9999,92,115,-9999,132
24/11/08,10,-9999,136,218,165,69,141,-9999,-9999,-9999,106,-9999,122,-9999,110,130,-9999,160
24/11/08,11,-9999,139,218,161,72,151,-9999,-9999,-9999,108,-9999,142,-9999,125,123,-9999,167
24/11/08,12,-9999,103,150,110,70,114,-9999,-9999,-9999,56,-9999,69,-9999,92,107,-9999,172
24/11/08,13,-9999,99,121,-9999,33,52,-9999,-9999,-9999,60,-9999,34,-9999,17,33,-9999,83
24/11/08,14,-9999,109,47,51,32,68,-9999,-9999,-9999,56,-9999,61,-9999,54,56,-9999,53
24/11/08,15,-9999,76,105,69,57,66,-9999,-9999,-9999,88,-9999,57,-9999,54,69,-9999,46
24/11/08,16,-9999,94,130,73,55,66,-9999,-9999,-9999,66,-9999,59,-9999,41,67,-9999,46
24/11/08,17,-9999,90,125,97,60,48,-9999,-9999,-9999,100,-9999,68,-9999,71,117,-9999,-9999
24/11/08,18,-9999,133,133,128,54,82,-9999,-9999,-9999,105,-9999,67,-9999,59,103,-9999,-9999
24/11/08,19,-9999,138,128,157,74,91,-9999,-9999,-9999,124,-9999,100,-9999,90,112,-9999,-9999
24/11/08,20,-9999,95,110,102,82,85,-9999,-9999,-9999,93,-9999,69,-9999,81,69,-9999,80
24/11/08,21,-9999,76,79,78,49,52,-9999,-9999,-9999,61,-9999,39,-9999,56,51,-9999,62
24/11/08,22,-9999,53,50,47,34,36,-9999,-9999,-9999,46,-9999,23,-9999,32,41,-9999,33
24/11/08,23,-9999,33,29,31,21,15,-9999,-9999,-9999,31,-9999,18,-9999,18,21,-9999,33
24/11/08,24,-9999,-9999,18,61,13,11,-9999,-9999,-9999,20,-9999,-9999,-9999,13,13,-9999,20
25/11/08,1,-9999,-9999,20,19,8,7,-9999,-9999,-9999,11,-9999,-9999,-9999,9,15,-9999,19
25/11/08,2,-9999,-9999,17,16,10,1,-9999,-9999,-9999,10,-9999,-9999,-9999,9,11,-9999,22
25/11/08,3,-9999,7,23,10,-9999,10,-9999,-9999,-9999,11,-9999,-9999,-9999,-9999,13,-9999,28
25/11/08,4,-9999,5,17,8,4,8,-9999,-9999,-9999,10,-9999,4,-9999,5,20,-9999,17
25/11/08,5,-9999,12,28,18,6,15,-9999,-9999,-9999,19,-9999,8,-9999,6,31,-9999,12
25/11/08,6,-9999,26,44,29,11,22,-9999,-9999,-9999,31,-9999,13,-9999,13,42,-9999,19
25/11/08,7,-9999,79,52,40,21,28,-9999,-9999,-9999,47,-9999,27,-9999,26,51,-9999,19
25/11/08,8,-9999,89,60,45,20,28,-9999,-9999,-9999,38,-9999,36,-9999,25,28,-9999,27
25/11/08,9,-9999,63,64,53,18,24,-9999,-9999,-9999,40,-9999,29,-9999,30,36,-9999,19
25/11/08,10,-9999,66,78,41,12,30,-9999,-9999,-9999,33,-9999,29,-9999,21,44,-9999,35
25/11/08,11,-9999,49,74,50,26,23,-9999,-9999,-9999,40,-9999,18,-9999,21,27,-9999,25
25/11/08,12,-9999,62,67,30,9,15,-9999,-9999,-9999,40,-9999,16,-9999,13,32,-9999,22
25/11/08,13,-9999,50,73,32,9,19,-9999,-9999,-9999,29,-9999,27,-9999,19,32,-9999,17
25/11/08,14,-9999,51,58,64,19,23,-9999,-9999,-9999,33,-9999,33,-9999,19,33,-9999,25
25/11/08,15,-9999,49,46,43,29,33,-9999,-9999,-9999,40,-9999,30,-9999,30,25,-9999,32
25/11/08,16,-9999,69,65,47,34,40,-9999,-9999,-9999,52,-9999,41,-9999,32,44,-9999,40
25/11/08,17,-9999,86,81,69,38,37,-9999,-9999,-9999,74,-9999,55,-9999,38,40,-9999,38
25/11/08,18,-9999,94,112,71,48,43,-9999,-9999,-9999,75,-9999,63,-9999,42,47,-9999,65
25/11/08,19,-9999,95,105,70,63,48,-9999,-9999,-9999,66,-9999,73,-9999,60,52,-9999,61
25/11/08,20,-9999,91,72,48,66,48,-9999,-9999,-9999,84,-9999,50,-9999,58,53,-9999,44
25/11/08,21,-9999,51,64,64,40,33,-9999,-9999,-9999,51,-9999,32,-9999,36,35,-9999,49
25/11/08,22,-9999,45,54,49,24,26,-9999,-9999,-9999,58,-9999,20,-9999,21,29,-9999,43
25/11/08,23,-9999,51,43,40,18,26,-9999,-9999,-9999,34,-9999,28,-9999,17,19,-9999,32
25/11/08,24,-9999,43,60,38,13,23,-9999,-9999,-9999,24,-9999,18,-9999,15,19,-9999,28
26/11/08,1,-9999,39,63,23,13,20,-9999,-9999,-9999,16,-9999,11,-9999,15,21,-9999,34
26/11/08,2,-9999,57,44,25,23,23,-9999,-9999,-9999,17,-9999,19,-9999,23,32,-9999,29
26/11/08,3,-9999,22,49,30,17,26,-9999,-9999,-9999,16,-9999,16,-9999,21,64,-9999,32
26/11/08,4,-9999,61,93,44,16,26,-9999,-9999,-9999,20,-9999,18,-9999,21,44,-9999,36
26/11/08,5,-9999,97,82,66,15,25,-9999,-9999,-9999,33,-9999,25,-9999,24,42,-9999,42
26/11/08,6,-9999,79,88,45,12,29,-9999,-9999,-9999,27,-9999,20,-9999,25,41,-9999,54
26/11/08,7,-9999,99,108,49,18,39,-9999,-9999,-9999,35,-9999,32,-9999,39,53,-9999,56
26/11/08,8,-9999,103,171,72,48,79,-9999,-9999,-9999,80,-9999,90,-9999,60,97,-9999,97
26/11/08,9,-9999,97,176,80,42,100,-9999,-9999,-9999,101,-9999,84,-9999,57,114,-9999,112
26/11/08,10,-9999,104,176,81,63,96,-9999,-9999,-9999,86,-9999,112,-9999,73,133,-9999,104
26/11/08,11,-9999,137,188,-9999,-9999,100,-9999,-9999,-9999,70,-9999,-9999,-9999,96,110,-9999,70
26/11/08,12,-9999,145,161,-9999,-9999,103,-9999,-9999,-9999,67,-9999,-9999,-9999,92,116,-9999,86
26/11/08,13,-9999,113,164,-9999,76,41,-9999,-9999,-9999,83,-9999,-9999,-9999,61,50,-9999,63
26/11/08,14,-9999,60,101,81,62,52,-9999,-9999,-9999,104,-9999,-9999,-9999,97,35,-9999,50
26/11/08,15,-9999,158,102,119,63,48,-9999,-9999,-9999,72,-9999,70,-9999,90,46,-9999,75
26/11/08,16,-9999,114,107,87,72,62,-9999,-9999,-9999,65,-9999,79,-9999,80,40,-9999,89
26/11/08,17,-9999,106,158,67,85,110,-9999,-9999,-9999,94,-9999,70,-9999,56,72,-9999,79
26/11/08,18,-9999,148,142,87,88,80,-9999,-9999,-9999,81,-9999,83,-9999,62,84,-9999,73
26/11/08,19,-9999,131,119,96,97,120,-9999,-9999,-9999,129,-9999,128,-9999,81,93,-9999,108
26/11/08,20,-9999,164,86,115,84,77,-9999,-9999,-9999,98,-9999,79,-9999,79,77,-9999,112
26/11/08,21,-9999,110,118,146,77,84,-9999,-9999,-9999,86,-9999,45,-9999,81,128,-9999,107
26/11/08,22,-9999,76,100,133,57,80,-9999,-9999,-9999,85,-9999,66,-9999,63,95,-9999,111
26/11/08,23,-9999,81,109,92,43,80,-9999,-9999,-9999,88,-9999,62,-9999,60,80,-9999,97
26/11/08,24,-9999,57,172,76,26,68,-9999,-9999,-9999,79,-9999,41,-9999,30,147,-9999,102
27/11/08,1,-9999,52,156,58,19,83,-9999,-9999,-9999,76,-9999,31,-9999,21,132,-9999,78
27/11/08,2,-9999,25,151,55,15,86,-9999,-9999,-9999,74,-9999,28,-9999,19,84,-9999,76
27/11/08,3,-9999,5,95,60,12,69,-9999,-9999,-9999,67,-9999,29,-9999,16,78,-9999,94
27/11/08,4,-9999,21,117,71,11,64,-9999,-9999,-9999,52,-9999,14,-9999,11,78,-9999,94
27/11/08,5,-9999,36,114,90,16,71,-9999,-9999,-9999,44,-9999,16,-9999,16,77,-9999,101
27/11/08,6,-9999,40,141,100,21,77,-9999,-9999,-9999,49,-9999,26,-9999,19,81,-9999,86
27/11/08,7,-9999,86,173,136,35,74,-9999,-9999,-9999,37,-9999,48,-9999,40,97,-9999,97
27/11/08,8,-9999,116,213,140,61,108,-9999,-9999,-9999,67,-9999,96,-9999,55,174,-9999,95
27/11/08,9,-9999,111,212,126,53,98,-9999,-9999,-9999,142,-9999,109,-9999,70,155,-9999,132
27/11/08,10,-9999,118,181,146,57,85,-9999,-9999,-9999,88,-9999,129,-9999,70,117,-9999,133
27/11/08,11,-9999,117,123,97,70,56,-9999,-9999,-9999,56,-9999,118,-9999,66,78,-9999,106
27/11/08,12,-9999,75,129,49,44,33,-9999,-9999,-9999,29,-9999,37,-9999,69,44,-9999,69
27/11/08,13,-9999,47,80,40,52,43,-9999,-9999,-9999,30,-9999,9,-9999,36,10,-9999,65
27/11/08,14,-9999,94,100,60,31,39,-9999,-9999,-9999,34,-9999,41,-9999,17,58,-9999,90
27/11/08,15,-9999,99,110,76,30,48,-9999,-9999,-9999,82,-9999,76,-9999,21,31,-9999,61
27/11/08,16,-9999,79,71,50,33,62,-9999,-9999,-9999,76,-9999,54,-9999,44,55,-9999,78
27/11/08,17,-9999,97,69,49,56,49,-9999,-9999,-9999,92,-9999,34,-9999,51,49,-9999,43
27/11/08,18,-9999,102,89,61,55,50,-9999,-9999,-9999,81,-9999,76,-9999,45,55,-9999,57
27/11/08,19,-9999,148,103,78,80,58,-9999,-9999,-9999,173,-9999,104,-9999,71,112,-9999,69
27/11/08,20,-9999,143,118,97,69,123,-9999,-9999,-9999,121,-9999,86,-9999,80,121,-9999,84
27/11/08,21,-9999,140,122,129,59,154,-9999,-9999,-9999,114,-9999,72,-9999,72,141,-9999,114
27/11/08,22,-9999,115,160,160,51,99,-9999,-9999,-9999,109,-9999,63,-9999,66,102,-9999,134
27/11/08,23,-9999,83,176,138,37,80,-9999,-9999,-9999,116,-9999,52,-9999,40,105,-9999,110
27/11/08,24,-9999,70,145,109,31,77,-9999,-9999,-9999,-9999,-9999,-9999,-9999,33,91,-9999,67
28/11/08,1,-9999,49,133,68,46,97,-9999,-9999,-9999,-9999,-9999,-9999,-9999,38,130,-9999,58
28/11/08,2,-9999,52,85,72,45,54,-9999,-9999,-9999,46,-9999,33,-9999,37,96,-9999,97
28/11/08,3,-9999,37,93,82,15,66,-9999,-9999,-9999,45,-9999,29,-9999,20,130,-9999,86
28/11/08,4,-9999,38,76,74,22,58,-9999,-9999,-9999,43,-9999,27,-9999,21,116,-9999,73
28/11/08,5,-9999,38,87,82,16,57,-9999,-9999,-9999,43,-9999,24,-9999,27,78,-9999,74
28/11/08,6,-9999,48,136,110,15,73,-9999,-9999,-9999,50,-9999,-9999,-9999,29,137,-9999,112
28/11/08,7,-9999,122,211,131,35,77,-9999,-9999,-9999,56,-9999,-9999,-9999,31,144,-9999,74
28/11/08,8,-9999,147,254,165,58,95,-9999,-9999,-9999,85,-9999,86,-9999,61,183,-9999,134
28/11/08,9,-9999,143,298,124,49,131,-9999,-9999,-9999,106,-9999,96,-9999,88,148,-9999,158
28/11/08,10,-9999,110,218,136,87,148,-9999,-9999,-9999,104,-9999,118,-9999,90,124,-9999,146
28/11/08,11,-9999,118,155,122,92,117,-9999,-9999,-9999,92,-9999,140,-9999,91,107,-9999,122
28/11/08,12,-9999,141,144,97,64,80,-9999,-9999,-9999,62,-9999,94,-9999,90,-9999,-9999,97
28/11/08,13,-9999,79,157,61,62,64,-9999,-9999,-9999,67,-9999,39,-9999,70,-9999,-9999,82
28/11/08,14,-9999,81,99,41,33,47,-9999,-9999,-9999,57,-9999,31,-9999,51,-9999,-9999,62
28/11/08,15,-9999,68,94,44,32,37,-9999,-9999,-9999,48,-9999,45,-9999,32,69,-9999,44
28/11/08,16,-9999,86,62,54,34,44,-9999,-9999,-9999,38,-9999,58,-9999,40,73,-9999,41
28/11/08,17,-9999,88,78,48,42,49,-9999,-9999,-9999,64,-9999,59,-9999,45,76,-9999,44
28/11/08,18,-9999,100,143,76,65,117,-9999,-9999,-9999,143,-9999,87,-9999,58,101,-9999,72
28/11/08,19,-9999,136,274,150,60,124,-9999,-9999,-9999,74,-9999,126,-9999,101,232,-9999,115
28/11/08,20,-9999,173,135,105,49,84,-9999,-9999,-9999,107,-9999,146,-9999,73,167,-9999,105
28/11/08,21,-9999,175,168,93,65,66,-9999,-9999,-9999,92,-9999,125,-9999,40,98,-9999,96
28/11/08,22,-9999,116,176,92,49,79,-9999,-9999,-9999,89,-9999,94,-9999,56,95,-9999,92
28/11/08,23,-9999,132,184,85,41,77,-9999,-9999,-9999,85,-9999,53,-9999,36,109,-9999,83
28/11/08,24,-9999,104,151,77,70,66,-9999,-9999,-9999,91,-9999,-9999,-9999,58,90,-9999,81
29/11/08,1,-9999,79,150,83,63,58,-9999,-9999,-9999,44,-9999,-9999,-9999,58,108,-9999,106
29/11/08,2,-9999,69,136,67,19,61,-9999,-9999,-9999,47,-9999,-9999,-9999,42,112,-9999,82
29/11/08,3,-9999,56,103,57,18,53,-9999,-9999,-9999,50,-9999,36,-9999,25,117,-9999,76
29/11/08,4,-9999,54,92,61,19,56,-9999,-9999,-9999,63,-9999,39,-9999,20,112,-9999,70
29/11/08,5,-9999,43,128,54,21,50,-9999,-9999,-9999,40,-9999,41,-9999,23,135,-9999,64
29/11/08,6,-9999,36,155,67,22,49,-9999,-9999,-9999,37,-9999,39,-9999,38,132,-9999,73
29/11/08,7,-9999,77,173,64,16,49,-9999,-9999,-9999,42,-9999,43,-9999,29,153,-9999,59
29/11/08,8,-9999,88,230,76,33,81,-9999,-9999,-9999,49,-9999,76,-9999,50,164,-9999,60
29/11/08,9,-9999,126,234,87,48,106,-9999,-9999,-9999,51,-9999,103,-9999,70,191,-9999,68
29/11/08,10,-9999,122,152,123,60,72,-9999,-9999,-9999,91,-9999,112,-9999,71,114,-9999,96
29/11/08,11,-9999,71,88,60,50,52,-9999,-9999,-9999,43,-9999,73,-9999,67,77,-9999,122
29/11/08,12,-9999,51,45,37,35,52,-9999,-9999,-9999,62,-9999,22,-9999,24,46,-9999,63
29/11/08,13,-9999,53,56,41,39,34,-9999,-9999,-9999,248,-9999,34,-9999,30,61,-9999,37
29/11/08,14,-9999,64,53,35,32,141,-9999,-9999,-9999,222,-9999,67,-9999,38,145,-9999,35
29/11/08,15,-9999,93,104,85,50,179,-9999,-9999,-9999,131,-9999,73,-9999,60,642,-9999,57
29/11/08,16,-9999,67,88,84,44,72,-9999,-9999,-9999,75,-9999,60,-9999,49,258,-9999,96
29/11/08,17,-9999,94,88,66,44,70,-9999,-9999,-9999,69,-9999,69,-9999,45,418,-9999,64
29/11/08,18,-9999,65,70,55,39,52,-9999,-9999,-9999,55,-9999,53,-9999,34,174,-9999,53
29/11/08,19,-9999,53,59,64,41,27,-9999,-9999,-9999,33,-9999,57,-9999,44,103,-9999,76
29/11/08,20,-9999,43,90,39,41,41,-9999,-9999,-9999,41,-9999,54,-9999,39,94,-9999,46
29/11/08,21,-9999,22,77,33,40,55,-9999,-9999,-9999,42,-9999,54,-9999,31,78,-9999,39
29/11/08,22,-9999,36,24,19,22,47,-9999,-9999,-9999,19,-9999,-9999,-9999,-9999,68,-9999,37
29/11/08,23,-9999,40,92,74,26,31,-9999,-9999,-9999,45,-9999,43,-9999,45,62,-9999,-9999
29/11/08,24,-9999,66,138,50,20,8,-9999,-9999,-9999,21,-9999,32,-9999,-9999,55,-9999,63
30/11/08,1,-9999,70,57,-9999,13,24,-9999,-9999,-9999,25,-9999,24,-9999,31,45,-9999,46
30/11/08,2,-9999,61,71,16,25,9,-9999,-9999,-9999,9,-9999,22,-9999,-9999,63,-9999,20
30/11/08,3,-9999,35,93,16,15,29,-9999,-9999,-9999,14,-9999,26,-9999,-9999,68,-9999,27
30/11/08,4,-9999,46,29,29,15,29,-9999,-9999,-9999,23,-9999,21,-9999,8,53,-9999,34
30/11/08,5,-9999,44,72,46,12,21,-9999,-9999,-9999,25,-9999,19,-9999,20,46,-9999,41
30/11/08,6,-9999,70,71,29,14,13,-9999,-9999,-9999,23,-9999,14,-9999,12,64,-9999,28
30/11/08,7,-9999,52,86,57,19,30,-9999,-9999,-9999,38,-9999,20,-9999,32,72,-9999,31
30/11/08,8,-9999,73,118,90,22,63,-9999,-9999,-9999,55,-9999,47,-9999,38,71,-9999,46
30/11/08,9,-9999,75,-9999,80,41,70,-9999,-9999,-9999,67,-9999,66,-9999,48,64,-9999,53
30/11/08,10,-9999,85,68,51,46,65,-9999,-9999,-9999,47,-9999,65,-9999,59,31,-9999,67
30/11/08,11,-9999,53,30,41,38,68,-9999,-9999,-9999,24,-9999,54,-9999,57,29,-9999,55
30/11/08,12,-9999,38,19,33,39,33,-9999,-9999,-9999,14,-9999,54,-9999,56,14,-9999,53
30/11/08,13,-9999,-9999,10,41,32,31,-9999,-9999,-9999,15,-9999,-9999,-9999,1,32,-9999,53
30/11/08,14,-9999,-9999,10,48,21,36,-9999,-9999,-9999,51,-9999,4,-9999,9,24,-9999,55
30/11/08,15,-9999,-9999,-9999,29,24,74,-9999,-9999,-9999,67,-9999,24,-9999,39,51,-9999,56
30/11/08,16,-9999,20,-9999,58,30,81,-9999,-9999,-9999,44,-9999,11,-9999,42,112,-9999,52
30/11/08,17,-9999,22,-9999,104,47,53,-9999,-9999,-9999,71,-9999,24,-9999,55,167,-9999,68
30/11/08,18,-9999,51,-9999,75,36,55,-9999,-9999,-9999,45,-9999,46,-9999,35,209,-9999,51
30/11/08,19,-9999,94,122,67,47,56,-9999,-9999,-9999,44,-9999,102,-9999,41,148,-9999,43
30/11/08,20,-9999,109,91,62,27,70,-9999,-9999,-9999,42,-9999,49,-9999,25,104,-9999,43
30/11/08,21,-9999,103,81,59,36,63,-9999,-9999,-9999,46,-9999,55,-9999,39,75,-9999,52
30/11/08,22,-9999,39,64,56,27,51,-9999,-9999,-9999,62,-9999,81,-9999,38,61,-9999,57
30/11/08,23,-9999,52,70,43,26,27,-9999,-9999,-9999,53,-9999,61,-9999,28,42,-9999,44
30/11/08,24,-9999,56,78,44,21,33,-9999,-9999,-9999,20,-9999,59,-9999,18,51,-9999,45
1/12/08,1,-9999,48,79,38,21,25,-9999,-9999,-9999,33,-9999,50,-9999,21,40,-9999,49
1/12/08,2,-9999,36,63,38,20,26,-9999,-9999,-9999,35,-9999,41,-9999,22,46,-9999,49
1/12/08,3,-9999,31,44,33,18,23,-9999,-9999,-9999,22,-9999,39,-9999,14,40,-9999,41
1/12/08,4,-9999,36,41,28,20,23,-9999,-9999,-9999,20,-9999,37,-9999,18,56,-9999,34
1/12/08,5,-9999,34,55,34,21,24,-9999,-9999,-9999,20,-9999,33,-9999,20,69,-9999,50
1/12/08,6,-9999,47,105,46,24,36,-9999,-9999,-9999,27,-9999,29,-9999,26,70,-9999,39
1/12/08,7,-9999,103,176,88,25,32,-9999,-9999,-9999,33,-9999,43,-9999,37,95,-9999,42
1/12/08,8,-9999,160,185,107,34,70,-9999,-9999,-9999,43,-9999,96,-9999,63,127,-9999,48
1/12/08,9,-9999,136,186,115,73,89,-9999,-9999,-9999,100,-9999,71,-9999,137,135,-9999,82
1/12/08,10,-9999,126,170,106,71,90,-9999,-9999,-9999,77,-9999,68,-9999,83,123,-9999,91
1/12/08,11,-9999,101,145,80,-9999,76,-9999,-9999,-9999,-9999,-9999,52,-9999,103,92,-9999,71
1/12/08,12,-9999,60,66,49,-9999,31,-9999,-9999,-9999,40,-9999,52,-9999,54,51,-9999,41
1/12/08,13,-9999,127,57,43,54,54,-9999,-9999,-9999,39,-9999,70,-9999,52,28,-9999,50
1/12/08,14,-9999,117,-9999,49,55,-9999,-9999,-9999,-9999,22,-9999,77,-9999,49,20,-9999,45
1/12/08,15,-9999,126,-9999,51,61,-9999,-9999,-9999,-9999,69,-9999,93,-9999,54,46,-9999,56
1/12/08,16,-9999,101,-9999,83,61,70,-9999,-9999,-9999,42,-9999,77,-9999,62,80,-9999,67
1/12/08,17,-9999,101,-9999,80,82,65,-9999,-9999,-9999,69,-9999,58,-9999,81,61,-9999,78
1/12/08,18,-9999,148,137,70,88,81,-9999,-9999,-9999,75,-9999,78,-9999,75,60,-9999,89
1/12/08,19,-9999,173,192,76,100,77,-9999,-9999,-9999,75,-9999,100,-9999,64,171,-9999,72
1/12/08,20,-9999,244,135,148,87,73,-9999,-9999,-9999,-9999,-9999,126,-9999,99,97,-9999,91
1/12/08,21,-9999,107,114,69,82,64,-9999,-9999,-9999,-9999,-9999,95,-9999,115,71,-9999,77
1/12/08,22,-9999,95,88,48,66,56,-9999,-9999,-9999,75,-9999,52,-9999,57,51,-9999,50
1/12/08,23,-9999,77,96,62,57,48,-9999,-9999,-9999,62,-9999,52,-9999,47,62,-9999,46
1/12/08,24,-9999,63,74,62,47,40,-9999,-9999,-9999,52,-9999,48,-9999,35,49,-9999,47
2/12/08,1,-9999,35,47,53,38,50,-9999,-9999,-9999,48,-9999,34,-9999,34,35,-9999,73
2/12/08,2,-9999,45,56,33,32,43,-9999,-9999,-9999,44,-9999,31,-9999,27,28,-9999,54
2/12/08,3,-9999,34,51,37,27,28,-9999,-9999,-9999,33,-9999,27,-9999,29,20,-9999,41
2/12/08,4,-9999,40,43,32,26,30,-9999,-9999,-9999,35,-9999,21,-9999,17,18,-9999,40
2/12/08,5,-9999,35,41,35,22,28,-9999,-9999,-9999,34,-9999,20,-9999,20,23,-9999,41
2/12/08,6,-9999,57,79,22,22,26,-9999,-9999,-9999,24,-9999,19,-9999,22,34,-9999,39
2/12/08,7,-9999,82,106,29,29,39,-9999,-9999,-9999,19,-9999,41,-9999,32,41,-9999,25
2/12/08,8,-9999,103,144,58,40,42,-9999,-9999,-9999,38,-9999,97,-9999,44,56,-9999,39
2/12/08,9,-9999,78,130,73,46,52,-9999,-9999,-9999,57,-9999,39,-9999,43,61,-9999,57
2/12/08,10,-9999,43,119,-9999,47,53,-9999,-9999,-9999,50,-9999,45,-9999,56,53,-9999,61
2/12/08,11,-9999,49,91,-9999,47,56,-9999,-9999,-9999,78,-9999,56,-9999,62,52,-9999,57
2/12/08,12,-9999,49,98,103,41,47,-9999,-9999,-9999,41,-9999,33,-9999,37,65,-9999,69
2/12/08,13,-9999,99,99,36,44,24,-9999,-9999,-9999,59,-9999,-9999,-9999,39,49,-9999,50
2/12/08,14,-9999,100,66,39,43,41,-9999,-9999,-9999,47,-9999,-9999,-9999,13,64,-9999,29
2/12/08,15,-9999,100,112,50,14,56,-9999,-9999,-9999,86,-9999,112,-9999,21,56,-9999,27
2/12/08,16,-9999,77,85,75,29,53,-9999,-9999,-9999,105,-9999,74,-9999,48,41,-9999,37
2/12/08,17,-9999,100,133,81,41,50,-9999,-9999,-9999,109,-9999,71,-9999,59,38,-9999,50
2/12/08,18,-9999,154,231,103,66,48,-9999,-9999,-9999,94,-9999,49,-9999,84,76,-9999,71
