FECHA,HORA,VAL,SUR,TAC,EAC,LLA,LPR,LVI,SAG,AZC,TLA,XAL,MER,PED,CES,HAN,ARA,NET,TLI,ATI,VIF,TAH,LAG,PLA,UIZ,BJU,TAX,ACO,IZT,CHO
10/02/08,22,0.004,0.005,0.006,0.005,0.003,0.001,0.005,0.000,0.000,0.003,0.004,0.004,0.010,0.002,-9.999,-9.999,-9.999,0.001,0.001,0.000,0.000,0.001,0.003,-9.999,-9.999,0.001,0.001,0.001,0.004
10/02/08,23,0.004,0.004,0.005,0.005,0.003,0.001,0.005,0.000,0.000,0.002,0.004,0.005,0.004,0.002,-9.999,-9.999,-9.999,0.001,0.002,0.000,0.000,0.001,0.002,-9.999,-9.999,0.001,0.001,0.001,0.005
10/02/08,24,0.004,0.003,0.005,0.005,0.003,0.001,0.005,0.000,0.000,0.002,0.004,0.004,0.003,0.002,-9.999,-9.999,-9.999,0.001,0.002,0.000,0.000,0.000,0.002,-9.999,-9.999,0.001,0.001,0.001,0.005
11/02/08,1,0.004,0.005,0.008,0.005,0.003,0.001,0.005,0.000,0.000,0.001,0.004,0.003,0.004,0.002,-9.999,-9.999,-9.999,0.001,0.002,0.000,0.000,0.000,0.003,-9.999,-9.999,0.001,0.001,0.001,0.004
11/02/08,2,0.004,0.006,0.006,0.005,0.002,0.001,0.004,0.000,0.000,0.004,0.003,0.003,0.003,0.002,-9.999,-9.999,-9.999,0.001,0.001,0.000,0.000,0.000,0.003,-9.999,-9.999,0.001,0.002,0.001,0.003
11/02/08,3,0.004,0.005,0.007,0.005,0.003,0.001,0.004,0.000,0.001,0.004,0.002,0.003,0.003,0.002,-9.999,-9.999,-9.999,0.002,0.001,0.000,0.000,0.000,0.003,-9.999,-9.999,0.000,0.006,0.004,0.003
11/02/08,4,0.006,0.004,0.008,0.004,0.003,0.000,0.004,0.000,0.000,0.004,0.002,0.003,0.002,0.001,-9.999,-9.999,-9.999,0.002,0.001,0.001,0.000,0.000,0.002,-9.999,-9.999,0.000,0.003,0.011,0.003
11/02/08,5,0.006,0.004,0.006,0.004,0.003,0.001,0.004,0.001,0.000,0.003,0.002,0.004,0.002,0.001,-9.999,-9.999,-9.999,0.003,0.001,0.002,0.000,0.000,0.002,-9.999,-9.999,0.000,0.001,0.012,0.003
11/02/08,6,0.005,0.004,0.006,0.004,0.004,0.001,0.004,0.001,0.000,0.004,0.002,0.005,0.002,0.001,-9.999,-9.999,-9.999,0.003,0.001,0.001,0.000,0.000,0.002,-9.999,-9.999,0.000,0.001,0.005,0.003
11/02/08,7,0.006,0.005,0.007,0.006,0.005,0.002,0.005,0.002,0.001,0.007,0.004,0.005,0.002,0.003,-9.999,-9.999,-9.999,0.003,0.002,0.001,0.000,0.000,0.003,-9.999,-9.999,0.002,0.001,0.003,0.004
11/02/08,8,0.008,0.006,0.008,0.008,0.004,0.004,0.007,0.003,0.003,0.011,0.005,0.007,0.003,0.003,-9.999,-9.999,-9.999,0.003,0.001,0.003,0.000,0.000,0.005,-9.999,-9.999,0.002,0.002,0.006,0.005
11/02/08,9,0.011,0.007,0.010,0.010,0.005,0.007,0.009,0.006,0.005,0.014,0.013,0.010,0.004,0.005,-9.999,-9.999,-9.999,0.005,0.004,0.001,0.000,0.004,0.005,-9.999,-9.999,0.002,0.001,0.011,0.007
11/02/08,10,0.009,0.007,0.010,0.010,0.006,0.007,0.010,0.007,0.005,0.018,0.013,0.010,0.004,0.008,-9.999,-9.999,-9.999,0.006,0.006,-9.999,0.000,0.006,0.007,-9.999,-9.999,0.005,0.004,0.010,0.008
11/02/08,11,0.008,0.005,0.011,0.011,0.009,0.010,0.010,0.010,0.005,0.013,0.013,0.008,0.005,-9.999,-9.999,-9.999,-9.999,-9.999,-9.999,0.003,0.000,-9.999,0.008,-9.999,-9.999,0.004,0.009,0.006,0.008
11/02/08,12,0.007,0.006,0.011,0.010,0.008,0.009,0.009,0.005,0.004,0.009,0.012,0.007,0.004,0.006,-9.999,-9.999,-9.999,-9.999,0.007,0.003,0.001,0.004,0.006,-9.999,-9.999,0.004,0.006,0.005,0.006
11/02/08,13,0.007,0.006,0.009,0.009,0.006,0.007,0.007,0.002,0.004,0.009,0.009,0.005,0.004,0.004,-9.999,-9.999,-9.999,0.004,0.005,-9.999,0.000,0.002,0.006,-9.999,-9.999,0.002,0.003,0.003,0.006
11/02/08,14,0.004,0.005,0.010,0.007,0.005,0.003,0.007,0.001,0.002,0.005,0.008,0.004,0.004,0.004,-9.999,-9.999,-9.999,0.002,0.003,0.001,0.000,0.002,0.005,-9.999,-9.999,0.002,0.002,0.002,0.006
11/02/08,15,0.004,0.005,0.010,0.007,0.005,0.003,0.006,0.000,0.001,0.006,0.006,0.005,-9.999,0.004,-9.999,-9.999,-9.999,0.017,0.015,0.019,0.000,0.003,0.003,-9.999,-9.999,0.002,0.002,-9.999,0.005
11/02/08,16,0.031,0.004,0.018,0.048,0.016,0.005,0.006,0.001,0.023,0.058,0.016,0.005,0.003,0.003,-9.999,-9.999,-9.999,0.036,0.067,0.013,0.000,0.002,-9.999,-9.999,-9.999,0.002,-9.999,-9.999,0.004
11/02/08,17,0.009,0.003,0.010,0.019,0.005,0.005,0.008,0.001,0.003,-9.999,-9.999,0.006,0.003,0.004,-9.999,-9.999,-9.999,0.013,0.022,0.007,0.000,0.004,0.004,-9.999,-9.999,0.001,0.002,0.003,0.004
11/02/08,18,0.009,0.006,0.012,0.016,0.005,0.004,0.009,0.002,0.005,-9.999,-9.999,0.006,0.006,0.004,-9.999,-9.999,-9.999,0.004,0.011,-9.999,0.000,0.004,0.006,-9.999,-9.999,0.005,0.002,0.003,0.003
11/02/08,19,0.011,0.007,0.022,0.013,0.006,0.006,0.009,0.002,0.008,-9.999,-9.999,0.006,0.008,0.005,-9.999,-9.999,-9.999,0.004,0.006,-9.999,0.000,0.004,0.009,-9.999,-9.999,0.005,0.002,0.003,0.006
11/02/08,20,0.012,0.011,0.012,0.013,0.006,0.007,0.009,0.002,0.006,0.013,-9.999,0.006,0.009,0.005,-9.999,-9.999,-9.999,0.004,0.007,-9.999,0.000,-9.999,0.011,-9.999,-9.999,0.005,0.002,0.006,0.004
11/02/08,21,0.014,0.008,0.011,0.013,0.004,0.007,0.007,0.001,0.007,0.015,-9.999,0.006,0.004,0.003,-9.999,-9.999,-9.999,0.004,0.007,0.001,0.000,-9.999,0.009,-9.999,-9.999,0.003,0.002,0.006,0.004
11/02/08,22,0.012,0.007,0.009,0.011,0.005,0.007,0.008,0.001,0.006,0.013,0.007,0.006,0.003,0.003,-9.999,-9.999,-9.999,0.004,0.006,0.001,0.000,-9.999,0.005,-9.999,-9.999,0.003,0.001,0.005,0.004
11/02/08,23,0.008,0.006,0.008,0.009,0.004,0.006,0.008,0.001,0.006,0.011,0.006,0.006,0.003,0.003,-9.999,-9.999,-9.999,0.005,0.006,0.002,0.000,-9.999,0.004,-9.999,-9.999,0.002,0.001,0.007,0.005
11/02/08,24,0.008,0.007,0.007,0.007,0.004,0.006,0.006,0.002,0.005,0.010,0.009,0.006,0.002,0.003,-9.999,-9.999,-9.999,0.004,0.005,0.001,0.000,-9.999,0.004,-9.999,-9.999,0.001,0.001,0.005,0.005
12/02/08,1,0.005,0.006,0.007,0.005,0.004,0.005,0.005,0.002,0.004,0.007,0.007,0.006,0.002,0.003,-9.999,-9.999,-9.999,0.004,0.003,0.000,0.000,-9.999,0.003,-9.999,-9.999,0.001,0.001,0.003,0.006
12/02/08,2,0.005,0.005,0.007,0.005,0.004,0.004,0.005,0.001,0.003,-9.999,0.004,0.005,0.002,0.004,-9.999,-9.999,-9.999,0.003,0.002,0.000,0.000,-9.999,0.002,-9.999,-9.999,0.000,0.001,0.002,0.005
12/02/08,3,0.005,0.004,0.006,0.004,0.003,0.004,0.005,0.000,0.002,-9.999,0.003,0.005,0.001,0.002,-9.999,-9.999,-9.999,0.002,0.002,0.000,0.000,-9.999,0.002,-9.999,-9.999,0.000,0.001,0.001,0.005
12/02/08,4,0.005,0.004,0.005,0.005,0.003,0.004,0.005,0.002,0.002,0.005,0.006,0.004,0.001,0.002,-9.999,-9.999,-9.999,0.002,0.001,0.000,0.000,-9.999,0.002,-9.999,-9.999,0.000,0.001,0.002,0.004
12/02/08,5,0.004,0.004,0.006,0.005,0.003,0.004,0.005,0.003,0.002,0.004,0.006,0.004,0.001,0.002,-9.999,-9.999,-9.999,0.001,0.001,0.000,0.000,-9.999,0.002,-9.999,-9.999,0.000,0.001,0.002,0.004
12/02/08,6,0.005,0.005,0.006,0.006,0.003,0.005,0.006,0.002,0.002,0.006,0.005,0.005,0.001,0.003,-9.999,-9.999,-9.999,0.002,0.001,0.001,0.000,-9.999,0.002,-9.999,-9.999,0.000,0.001,0.002,0.004
12/02/08,7,0.006,0.007,0.007,0.008,0.003,0.008,0.006,0.002,0.002,0.009,0.005,0.006,0.002,0.004,-9.999,-9.999,-9.999,0.003,0.002,0.001,0.000,-9.999,0.004,-9.999,-9.999,0.000,0.001,0.005,0.005
12/02/08,8,0.006,0.006,0.009,0.010,0.003,0.009,0.008,0.004,0.005,0.013,0.009,0.009,0.005,0.006,-9.999,-9.999,-9.999,0.003,0.003,0.001,0.000,-9.999,0.007,-9.999,-9.999,0.001,0.002,0.005,0.006
12/02/08,9,0.008,0.007,0.013,0.010,0.006,0.010,0.009,0.003,0.008,0.015,0.014,0.010,0.005,0.009,-9.999,-9.999,-9.999,0.003,0.005,0.001,0.000,-9.999,0.006,-9.999,-9.999,0.002,0.002,0.007,0.012
12/02/08,10,0.007,0.006,0.011,0.014,0.006,0.013,0.011,0.004,0.008,0.011,0.020,0.009,0.004,0.006,-9.999,-9.999,-9.999,0.004,0.006,0.002,0.000,-9.999,0.005,-9.999,-9.999,0.002,0.002,0.005,0.016
12/02/08,11,0.005,-9.999,0.010,0.010,0.006,0.009,0.010,0.004,0.007,0.008,0.017,-9.999,0.002,0.004,-9.999,-9.999,-9.999,0.004,0.004,-9.999,0.000,-9.999,0.003,-9.999,-9.999,-9.999,0.003,0.002,0.006
12/02/08,12,0.003,-9.999,0.008,0.005,0.004,0.005,0.007,0.001,0.005,-9.999,0.008,-9.999,0.002,0.003,-9.999,-9.999,-9.999,0.003,0.002,-9.999,0.000,-9.999,0.002,-9.999,-9.999,-9.999,0.002,-9.999,0.003
12/02/08,13,0.002,-9.999,0.006,0.006,0.004,0.004,0.005,0.000,0.002,0.005,0.005,0.003,0.002,0.002,-9.999,-9.999,-9.999,0.002,0.001,-9.999,0.000,-9.999,0.002,-9.999,-9.999,-9.999,0.001,-9.999,0.003
12/02/08,14,0.002,-9.999,0.005,0.006,0.005,0.003,0.005,0.000,0.001,0.004,0.005,0.004,0.002,0.002,-9.999,-9.999,-9.999,0.001,0.002,-9.999,0.000,-9.999,0.002,-9.999,-9.999,-9.999,0.001,0.000,0.004
12/02/08,15,0.002,-9.999,0.005,0.005,0.007,0.002,0.004,0.000,0.000,0.003,0.004,0.003,0.001,0.003,-9.999,-9.999,-9.999,0.001,0.001,-9.999,0.000,-9.999,0.002,-9.999,-9.999,-9.999,0.001,0.000,0.003
12/02/08,16,0.003,0.003,-9.999,0.005,0.007,0.001,0.003,0.000,0.000,0.002,0.004,0.004,0.001,0.003,-9.999,-9.999,-9.999,0.000,0.001,0.000,0.000,-9.999,0.002,-9.999,-9.999,-9.999,0.002,0.000,0.003
12/02/08,17,0.004,0.003,0.005,0.004,0.008,0.001,0.003,0.000,0.000,0.002,0.004,0.004,0.001,0.005,-9.999,0.003,-9.999,0.002,0.001,0.000,0.000,-9.999,0.002,-9.999,-9.999,-9.999,0.001,0.000,0.003
12/02/08,18,0.004,0.003,0.005,0.004,0.008,0.001,0.004,0.000,0.000,0.002,0.003,0.004,0.002,0.005,-9.999,0.003,-9.999,0.004,0.000,0.000,0.000,0.005,0.002,-9.999,-9.999,-9.999,0.001,-9.999,0.003
12/02/08,19,0.005,0.003,0.005,0.005,0.007,0.000,0.004,0.000,0.000,0.002,0.004,0.004,0.002,0.002,-9.999,0.003,-9.999,0.003,0.000,0.000,0.000,0.004,0.002,-9.999,-9.999,-9.999,0.000,0.000,0.003
12/02/08,20,0.006,0.004,0.005,0.005,0.007,0.001,0.005,0.001,0.000,0.003,0.004,0.006,0.002,0.002,-9.999,0.003,-9.999,0.001,0.000,0.000,0.000,0.004,0.002,-9.999,-9.999,-9.999,0.001,0.001,0.003
12/02/08,21,0.006,0.004,0.005,0.008,0.006,0.003,0.005,0.001,0.001,0.003,0.006,0.006,0.002,0.002,-9.999,0.002,-9.999,0.001,0.000,0.000,0.000,0.004,0.002,-9.999,-9.999,-9.999,0.003,0.001,0.004
12/02/08,22,0.007,0.005,0.005,0.012,0.006,0.003,0.005,0.002,0.002,0.004,0.007,0.005,0.003,0.003,-9.999,0.003,-9.999,0.001,0.001,0.000,0.000,0.004,0.002,-9.999,-9.999,-9.999,0.002,0.000,0.006
12/02/08,23,0.006,0.004,0.005,0.009,0.006,0.003,0.009,0.002,0.002,0.006,0.008,0.005,0.003,0.003,-9.999,0.004,-9.999,0.000,0.003,0.001,0.000,0.004,0.003,-9.999,-9.999,-9.999,0.002,0.002,0.004
12/02/08,24,0.007,0.005,0.006,0.007,0.010,0.002,0.008,0.003,0.002,0.008,0.007,0.007,0.002,0.002,-9.999,0.004,-9.999,0.000,0.003,0.002,0.000,0.006,0.003,-9.999,-9.999,-9.999,0.001,0.003,0.004
13/02/08,1,0.007,0.005,0.005,0.005,0.006,0.002,0.008,0.004,0.002,0.006,0.006,0.009,0.001,0.002,-9.999,0.003,-9.999,0.002,0.003,0.002,0.000,0.006,0.002,-9.999,-9.999,-9.999,0.002,0.002,0.006
13/02/08,2,0.005,0.004,0.005,0.005,0.005,0.002,0.007,0.002,0.001,0.004,0.011,0.008,0.001,0.002,-9.999,0.003,-9.999,0.002,0.001,0.001,0.000,0.005,0.002,-9.999,-9.999,-9.999,0.002,0.002,0.005
13/02/08,3,0.003,0.003,0.005,0.005,0.005,0.003,0.006,0.002,0.001,0.004,0.007,0.007,0.001,0.002,-9.999,0.003,-9.999,0.002,0.001,0.000,0.000,0.005,0.002,-9.999,-9.999,-9.999,0.001,0.001,0.004
13/02/08,4,0.003,0.005,0.006,0.005,0.005,0.003,0.006,0.002,0.001,0.005,0.006,0.006,0.001,0.002,-9.999,0.003,-9.999,0.001,0.001,0.000,0.000,0.004,0.002,-9.999,-9.999,-9.999,0.001,0.001,0.005
13/02/08,5,0.003,0.003,0.008,0.005,0.004,0.003,0.005,0.002,0.002,0.008,0.006,0.005,0.001,0.003,-9.999,0.003,-9.999,0.001,0.000,0.000,0.000,0.004,0.002,-9.999,-9.999,-9.999,0.001,0.003,0.006
13/02/08,6,0.004,0.004,0.007,0.006,0.005,0.004,0.005,0.001,0.001,0.005,0.007,0.006,0.001,0.003,-9.999,0.003,-9.999,0.002,0.001,0.000,0.000,0.008,0.003,-9.999,-9.999,-9.999,0.001,0.003,0.005
13/02/08,7,0.006,0.006,0.008,0.009,0.006,0.005,0.007,0.002,0.003,0.010,0.007,0.008,0.002,0.004,-9.999,0.005,-9.999,0.002,0.003,0.001,0.000,0.011,0.004,-9.999,-9.999,-9.999,0.001,0.004,0.007
13/02/08,8,0.008,0.009,0.009,0.013,0.007,0.006,0.011,0.006,0.005,0.012,0.010,0.012,0.003,0.007,-9.999,0.010,-9.999,0.005,0.004,0.002,0.000,0.013,0.007,-9.999,-9.999,-9.999,0.002,0.009,0.009
13/02/08,9,0.006,0.012,0.010,0.012,0.007,0.006,0.012,0.006,0.005,0.008,0.014,0.013,0.005,0.008,-9.999,0.006,-9.999,0.004,0.003,0.001,0.000,0.015,0.008,-9.999,-9.999,-9.999,0.004,0.010,0.014
13/02/08,10,0.005,0.009,0.008,0.007,0.005,0.009,0.009,0.003,0.003,-9.999,0.012,0.010,0.009,0.009,-9.999,0.003,-9.999,0.002,0.003,0.002,-9.999,0.013,0.007,-9.999,-9.999,-9.999,0.004,0.007,0.009
13/02/08,11,0.004,0.009,0.008,0.009,0.005,0.008,0.008,0.003,0.003,-9.999,-9.999,0.008,0.007,0.008,-9.999,0.003,-9.999,0.002,0.003,0.001,-9.999,0.012,0.007,-9.999,-9.999,-9.999,0.004,0.006,0.006
13/02/08,12,0.003,0.006,0.009,0.010,0.007,0.005,0.007,0.002,0.003,-9.999,-9.999,0.007,0.005,0.006,-9.999,0.002,-9.999,0.002,0.003,0.001,-9.999,0.012,0.006,-9.999,-9.999,-9.999,0.003,0.004,0.005
13/02/08,13,0.004,0.006,0.008,0.008,-9.999,0.004,0.007,0.001,0.002,-9.999,0.005,0.005,0.004,0.007,-9.999,0.002,-9.999,0.002,0.003,0.001,0.000,0.011,0.004,-9.999,-9.999,-9.999,0.003,0.002,-9.999
13/02/08,14,0.004,0.005,0.007,0.007,-9.999,0.003,0.006,0.001,0.001,-9.999,0.005,0.004,0.003,0.005,-9.999,0.001,-9.999,0.001,0.003,0.001,0.000,0.010,0.004,-9.999,-9.999,-9.999,0.003,0.002,-9.999
13/02/08,15,0.004,0.005,0.007,0.007,-9.999,0.002,0.006,0.001,0.001,0.003,0.005,0.004,0.003,0.004,-9.999,0.001,-9.999,0.001,0.002,0.001,0.000,0.010,0.004,-9.999,-9.999,-9.999,0.002,0.002,0.003
13/02/08,16,0.005,0.004,0.007,0.007,-9.999,0.002,0.005,0.000,0.001,0.004,0.008,0.003,0.002,0.004,-9.999,0.001,-9.999,0.001,0.002,0.001,0.000,0.009,0.003,-9.999,-9.999,-9.999,0.002,0.001,0.003
13/02/08,17,0.005,0.004,0.005,0.005,-9.999,0.001,0.005,0.000,0.000,0.003,0.007,0.003,0.002,0.008,-9.999,0.001,-9.999,0.000,0.002,0.000,0.000,0.010,0.003,-9.999,-9.999,-9.999,0.001,0.001,0.003
13/02/08,18,0.006,0.004,0.005,0.005,-9.999,0.001,0.004,0.000,0.000,0.003,0.006,0.003,0.002,0.009,-9.999,0.002,-9.999,0.000,0.001,0.000,0.000,0.009,0.002,-9.999,-9.999,-9.999,0.001,0.001,0.003
13/02/08,19,0.006,0.004,0.005,0.005,-9.999,0.002,0.005,0.000,0.001,0.004,0.009,0.003,0.002,0.004,-9.999,0.001,-9.999,0.034,-9.999,0.000,0.000,0.009,0.002,-9.999,-9.999,-9.999,0.002,0.001,0.003
13/02/08,20,0.042,0.004,0.010,0.006,-9.999,0.029,0.005,0.001,0.019,0.065,0.008,0.003,0.002,0.003,-9.999,0.001,-9.999,0.034,0.045,0.001,0.000,0.010,0.002,-9.999,-9.999,-9.999,0.002,0.001,0.003
13/02/08,21,0.034,0.004,0.043,0.030,-9.999,0.035,0.006,0.005,0.023,0.029,0.011,0.004,0.002,0.002,-9.999,0.002,-9.999,0.011,0.067,0.002,0.000,0.010,0.003,-9.999,-9.999,-9.999,0.001,0.002,0.006
13/02/08,22,0.024,0.004,0.031,0.054,-9.999,0.025,-9.999,0.007,0.015,0.023,0.015,0.008,0.004,0.002,-9.999,0.003,-9.999,0.023,0.043,0.005,0.000,0.028,0.016,-9.999,-9.999,-9.999,0.002,0.001,0.006
13/02/08,23,0.031,0.006,0.024,0.035,-9.999,0.017,0.017,0.007,0.020,0.046,0.016,0.011,0.010,0.008,-9.999,0.003,-9.999,0.031,0.029,0.011,0.000,0.024,0.020,-9.999,-9.999,-9.999,0.001,0.002,0.006
13/02/08,24,0.034,0.008,0.037,0.026,-9.999,0.011,0.014,0.006,0.029,0.050,0.013,0.011,0.003,0.005,-9.999,0.003,-9.999,0.059,0.029,0.012,0.000,0.022,0.009,-9.999,-9.999,-9.999,0.001,0.007,0.004
14/02/08,1,0.026,0.003,0.034,0.021,-9.999,0.011,0.004,0.005,0.031,0.078,0.014,0.007,0.009,0.002,-9.999,0.002,-9.999,0.046,0.062,0.014,0.000,0.013,0.012,-9.999,-9.999,-9.999,0.001,0.004,0.003
14/02/08,2,0.024,0.003,0.040,0.026,-9.999,0.010,0.005,0.004,0.038,0.050,0.010,0.006,0.009,0.002,-9.999,0.002,-9.999,0.019,0.091,0.004,0.000,0.012,0.014,-9.999,-9.999,-9.999,0.000,0.004,0.003
14/02/08,3,0.015,0.003,0.046,0.040,-9.999,0.007,0.004,0.003,0.027,0.058,0.010,0.006,0.007,0.002,-9.999,0.002,-9.999,0.036,0.065,0.002,0.000,0.011,0.011,-9.999,-9.999,-9.999,0.000,0.002,0.003
14/02/08,4,0.013,0.003,0.027,0.030,-9.999,0.005,0.002,0.002,0.025,0.052,0.008,0.005,0.004,0.002,-9.999,0.002,-9.999,0.066,0.046,0.004,0.000,0.010,0.006,-9.999,-9.999,-9.999,0.001,0.001,0.003
14/02/08,5,0.014,0.006,0.014,0.019,-9.999,0.003,0.002,0.002,0.016,0.039,0.007,0.004,0.003,0.002,-9.999,0.001,-9.999,0.065,0.024,0.015,0.000,0.010,0.005,-9.999,-9.999,-9.999,0.001,0.000,0.002
14/02/08,6,0.007,0.006,0.014,0.010,-9.999,0.003,0.002,0.002,0.012,0.025,0.009,0.004,0.003,0.003,-9.999,0.002,-9.999,0.059,0.010,0.020,0.000,0.009,0.004,-9.999,-9.999,-9.999,0.002,0.001,0.003
14/02/08,7,0.020,0.007,0.010,0.010,-9.999,0.003,0.004,0.003,0.008,0.013,0.010,0.005,0.003,0.003,-9.999,0.003,-9.999,0.028,0.008,0.022,0.000,0.012,0.005,-9.999,-9.999,-9.999,0.002,0.004,0.003
14/02/08,8,0.014,0.012,0.012,0.014,-9.999,0.004,0.007,0.005,0.008,0.016,0.014,0.009,0.004,0.007,-9.999,0.007,-9.999,0.014,0.006,0.009,0.000,0.014,0.006,-9.999,-9.999,-9.999,0.004,0.008,0.003
14/02/08,9,0.008,0.010,0.016,0.020,-9.999,0.006,0.008,0.006,0.017,0.017,0.017,0.010,0.005,0.005,-9.999,0.004,-9.999,0.017,0.008,0.011,0.000,0.016,0.007,-9.999,-9.999,-9.999,0.004,0.005,0.003
14/02/08,10,0.006,0.007,0.015,0.018,-9.999,0.005,0.004,0.005,0.012,0.011,0.012,0.006,0.006,0.005,-9.999,0.002,-9.999,0.007,0.009,0.015,0.000,0.012,0.007,-9.999,-9.999,-9.999,0.003,-9.999,0.003
14/02/08,11,0.004,0.004,0.009,0.009,-9.999,0.004,0.002,0.002,0.004,0.005,0.007,0.003,0.004,0.003,-9.999,0.001,-9.999,0.002,0.004,0.008,0.000,0.010,0.004,-9.999,-9.999,-9.999,0.001,-9.999,0.003
14/02/08,12,0.003,0.004,0.006,0.006,-9.999,0.002,0.000,0.001,0.002,0.003,0.005,0.002,0.003,0.003,-9.999,0.001,-9.999,0.001,-9.999,0.002,0.000,0.009,0.003,-9.999,-9.999,-9.999,0.001,-9.999,0.003
14/02/08,13,0.002,0.004,0.006,0.005,-9.999,0.001,0.001,0.000,0.001,-9.999,0.004,0.002,0.002,0.004,-9.999,0.001,-9.999,0.002,-9.999,0.000,0.000,0.009,0.002,-9.999,-9.999,-9.999,0.001,-9.999,0.003
14/02/08,14,0.002,0.004,0.005,0.005,-9.999,0.001,0.001,0.000,0.001,0.003,0.007,0.003,0.002,0.006,-9.999,0.001,-9.999,0.002,0.000,0.000,0.000,0.010,0.003,-9.999,-9.999,-9.999,0.001,-9.999,0.003
14/02/08,15,0.003,0.004,0.006,0.005,-9.999,0.001,0.001,0.000,0.001,0.003,0.006,0.003,0.002,0.003,-9.999,0.001,-9.999,0.000,0.000,0.000,0.000,0.010,0.003,-9.999,-9.999,-9.999,0.001,-9.999,0.003
14/02/08,16,0.004,0.003,0.005,0.004,-9.999,0.001,0.001,0.000,0.000,0.002,0.006,0.002,0.002,0.002,-9.999,0.001,-9.999,0.000,0.000,-9.999,0.000,0.009,0.003,-9.999,-9.999,-9.999,0.001,0.000,0.003
14/02/08,17,0.004,0.003,0.005,0.005,-9.999,0.001,0.001,0.000,0.000,0.003,0.009,0.003,0.002,0.002,-9.999,0.001,-9.999,0.000,0.000,0.000,0.000,0.009,0.002,-9.999,-9.999,-9.999,0.001,0.000,0.003
14/02/08,18,0.005,0.003,0.005,0.005,-9.999,0.001,0.001,0.000,0.000,0.003,0.008,0.003,0.002,0.003,-9.999,0.001,-9.999,0.000,-9.999,0.000,0.000,0.010,0.002,-9.999,-9.999,-9.999,0.001,0.001,0.004
14/02/08,19,0.005,0.003,0.005,0.006,-9.999,0.001,0.001,0.000,0.000,0.006,0.006,0.003,0.002,0.003,-9.999,0.001,-9.999,0.000,0.001,0.000,0.000,0.011,0.002,-9.999,-9.999,-9.999,0.001,0.001,0.003
14/02/08,20,0.006,0.004,0.005,0.006,-9.999,0.002,0.001,0.001,0.001,0.005,0.005,0.003,0.002,0.002,-9.999,0.001,-9.999,0.000,0.001,0.000,0.000,0.011,0.003,-9.999,-9.999,-9.999,0.001,0.001,0.003
14/02/08,21,0.005,0.003,0.005,0.008,-9.999,0.002,0.002,0.001,0.005,0.008,0.006,0.003,0.002,0.003,-9.999,0.001,-9.999,0.001,0.000,0.001,0.000,0.011,0.002,-9.999,-9.999,-9.999,0.001,0.001,0.004
14/02/08,22,0.006,0.004,0.005,0.008,-9.999,0.003,0.002,0.002,0.002,0.006,0.008,0.004,0.002,0.004,-9.999,0.002,-9.999,0.000,0.001,0.002,0.000,0.010,0.002,-9.999,-9.999,-9.999,0.003,0.001,0.004
14/02/08,23,0.008,0.005,0.006,0.009,-9.999,0.004,0.006,0.002,0.002,0.005,0.009,0.007,0.003,0.004,-9.999,0.001,-9.999,0.002,-9.999,0.002,0.000,0.013,0.004,-9.999,-9.999,-9.999,0.002,0.003,0.003
14/02/08,24,0.007,0.005,0.006,0.008,-9.999,0.004,0.007,0.002,0.002,0.004,0.009,0.008,0.002,0.003,-9.999,0.003,-9.999,0.002,0.002,0.002,0.000,0.013,0.004,-9.999,-9.999,-9.999,0.002,0.003,0.003
15/02/08,1,0.007,0.005,0.006,0.008,-9.999,0.003,0.005,0.003,0.004,0.008,0.010,0.006,0.002,0.003,-9.999,0.003,-9.999,0.002,0.002,0.002,0.000,0.011,0.003,-9.999,-9.999,-9.999,0.001,0.002,0.003
15/02/08,2,0.008,0.004,0.006,0.006,-9.999,0.003,0.003,0.005,0.004,0.005,0.008,0.004,0.001,0.003,-9.999,0.003,-9.999,0.002,0.001,0.001,0.000,0.011,0.003,-9.999,-9.999,-9.999,0.001,0.001,0.004
15/02/08,3,0.008,0.004,0.006,0.006,-9.999,0.004,0.008,0.003,0.002,0.005,0.006,0.004,0.001,0.002,-9.999,0.003,-9.999,0.002,0.001,0.000,0.000,0.010,0.002,-9.999,-9.999,-9.999,0.001,0.001,0.006
15/02/08,4,0.006,0.006,0.006,0.006,-9.999,0.004,0.005,0.003,0.002,0.005,0.004,0.004,0.001,0.002,-9.999,0.002,-9.999,0.002,0.001,0.000,0.000,0.011,0.002,-9.999,-9.999,-9.999,0.001,0.001,0.006
15/02/08,5,0.005,0.005,0.006,0.005,-9.999,0.005,0.003,0.001,0.006,0.005,0.007,0.006,0.001,0.002,-9.999,0.001,-9.999,0.002,0.001,0.000,0.000,0.011,0.002,-9.999,-9.999,-9.999,0.001,0.001,0.007
15/02/08,6,0.007,0.003,0.006,0.005,-9.999,0.006,0.002,0.002,0.009,0.006,0.007,0.006,0.002,0.005,-9.999,0.002,-9.999,0.003,0.001,0.001,0.000,0.011,0.002,-9.999,-9.999,-9.999,0.002,0.002,0.008
15/02/08,7,0.014,0.004,0.007,0.009,-9.999,0.008,0.006,0.003,0.004,0.009,0.008,0.010,0.003,0.008,-9.999,0.004,-9.999,0.004,0.003,0.001,0.000,0.012,0.004,-9.999,-9.999,-9.999,0.002,0.003,0.008
