FECHA,HORA,VAL,SUR,TAC,EAC,LLA,LPR,LVI,SAG,AZC,TLA,XAL,MER,PED,CES,HAN,ARA,NET,TLI,ATI,VIF,TAH,LAG,PLA,UIZ,BJU,TAX,ACO,IZT,CHO
9/07/08,13,0.001,0.002,0.000,0.004,0.004,0.002,0.004,0.002,0.006,0.004,0.008,0.004,0.004,-9.999,-9.999,0.000,-9.999,0.000,0.002,0.002,0.002,0.000,0.002,0.005,-9.999,0.002,0.001,0.004,0.000
9/07/08,14,0.001,0.001,0.000,0.003,0.004,0.001,0.005,0.001,0.006,0.004,0.007,0.004,0.004,-9.999,-9.999,0.000,-9.999,0.000,0.002,0.002,0.002,0.000,0.002,0.005,-9.999,0.001,0.001,0.002,0.000
9/07/08,15,0.001,0.002,0.000,0.003,0.005,0.001,-9.999,0.006,0.005,0.003,0.007,0.004,0.004,0.005,-9.999,0.000,-9.999,0.000,0.002,0.002,0.003,0.000,0.002,0.005,-9.999,0.002,0.002,0.002,0.001
9/07/08,16,0.001,0.002,0.000,0.004,0.006,0.001,-9.999,0.005,0.006,0.005,0.007,0.004,0.004,0.006,-9.999,0.000,-9.999,0.000,0.002,0.003,0.003,0.000,0.002,0.006,-9.999,0.003,0.002,0.004,0.001
9/07/08,17,0.001,0.002,0.000,0.004,0.005,0.002,0.001,0.002,0.007,0.005,0.008,0.006,0.004,0.005,-9.999,0.001,-9.999,0.000,0.002,0.002,0.005,0.000,0.003,0.006,-9.999,0.003,0.002,0.003,0.000
9/07/08,18,0.002,0.003,0.000,0.003,0.005,0.001,0.001,0.002,0.006,0.005,0.007,0.007,0.004,0.005,-9.999,0.000,-9.999,0.000,0.002,0.001,0.003,0.000,0.003,0.007,-9.999,0.006,0.001,0.003,0.000
9/07/08,19,0.001,0.003,0.000,0.002,0.004,0.002,0.001,0.003,0.005,0.004,0.007,0.007,0.005,0.004,-9.999,0.000,-9.999,0.000,0.001,0.001,0.003,0.000,0.003,0.006,-9.999,0.006,0.001,0.004,0.000
9/07/08,20,0.001,0.002,0.000,0.002,0.004,-9.999,0.001,0.003,0.007,0.008,0.007,0.005,0.004,0.004,-9.999,0.000,-9.999,0.000,0.001,0.001,0.003,0.000,0.002,0.006,-9.999,0.004,0.001,0.004,0.000
9/07/08,21,0.001,0.002,0.000,0.002,0.004,0.001,0.001,0.003,0.006,0.007,0.006,0.005,0.004,0.004,-9.999,0.000,-9.999,0.000,0.001,0.001,0.003,0.000,0.002,0.006,-9.999,0.004,0.001,0.004,0.000
9/07/08,22,0.000,0.001,0.000,0.002,0.004,-9.999,0.001,0.002,0.005,0.006,0.006,0.005,0.004,0.003,-9.999,0.000,-9.999,0.000,0.001,0.001,0.002,0.000,0.002,0.007,-9.999,0.003,0.001,-9.999,0.000
9/07/08,23,0.000,0.001,0.000,0.002,0.004,-9.999,0.000,0.001,0.007,0.008,0.005,0.003,0.003,0.003,-9.999,0.000,-9.999,0.000,0.001,0.001,0.002,0.000,0.002,0.005,-9.999,0.002,0.001,0.002,0.000
9/07/08,24,0.000,0.001,0.000,0.002,0.004,-9.999,0.000,0.001,0.005,0.003,0.005,0.003,0.003,0.003,-9.999,0.000,-9.999,0.000,0.001,0.001,0.002,0.000,0.002,0.004,-9.999,0.002,0.001,0.002,0.000
10/07/08,1,0.000,0.001,0.000,0.002,0.004,0.000,0.000,0.001,0.004,0.003,0.005,0.003,0.003,0.003,-9.999,0.000,-9.999,0.000,0.001,0.001,0.002,0.000,0.002,0.004,-9.999,0.002,0.001,0.002,0.000
10/07/08,2,0.000,0.001,0.000,0.002,0.004,0.000,0.000,0.001,0.004,0.002,0.005,0.003,0.003,0.002,-9.999,0.000,-9.999,0.000,0.001,0.001,0.002,0.000,0.001,0.004,-9.999,0.002,0.001,0.001,0.000
10/07/08,3,0.000,0.001,0.000,0.001,0.004,0.000,0.000,0.001,0.004,0.002,0.004,0.003,0.003,0.003,-9.999,0.000,-9.999,0.000,0.001,0.001,0.002,0.000,0.001,0.004,-9.999,0.002,0.001,0.001,0.000
10/07/08,4,0.000,0.001,0.000,0.001,0.004,0.000,0.000,0.001,0.004,0.002,0.004,0.003,0.003,0.002,-9.999,0.000,-9.999,0.000,0.001,0.001,0.002,0.000,0.001,0.004,-9.999,0.002,0.001,0.001,0.000
10/07/08,5,0.000,0.001,0.000,0.001,0.005,0.000,0.000,0.001,0.005,0.005,0.006,0.003,0.003,0.003,-9.999,0.000,-9.999,0.000,0.001,0.001,0.002,0.001,0.001,0.005,-9.999,0.003,0.001,0.002,0.000
10/07/08,6,0.001,0.001,0.000,0.002,0.005,0.000,0.001,0.001,0.005,0.005,0.006,0.005,0.003,0.003,-9.999,0.000,-9.999,0.000,0.001,0.001,0.002,0.001,0.002,0.006,-9.999,0.004,0.001,0.003,0.000
10/07/08,7,0.002,0.002,0.000,0.002,0.005,0.001,0.002,0.001,0.006,0.005,0.008,0.008,0.004,0.003,-9.999,0.001,-9.999,0.000,0.002,0.002,0.002,0.002,0.002,0.006,-9.999,0.004,0.002,0.005,0.001
10/07/08,8,0.002,0.003,0.001,0.003,0.006,0.002,0.002,0.002,0.006,0.006,0.007,0.009,0.005,0.004,-9.999,0.001,-9.999,0.000,0.002,0.002,0.002,0.002,0.003,0.009,-9.999,0.005,0.002,0.006,0.000
10/07/08,9,0.002,0.004,0.000,0.004,0.006,-9.999,0.002,-9.999,0.008,0.006,0.008,0.007,0.004,0.006,-9.999,0.001,-9.999,0.000,0.004,0.003,0.003,0.003,0.003,0.009,-9.999,0.006,0.002,0.006,0.002
10/07/08,10,0.001,0.004,0.001,0.005,0.006,0.000,0.001,-9.999,0.008,0.006,0.008,0.005,0.005,0.006,-9.999,0.001,-9.999,0.000,0.002,0.003,-9.999,0.003,0.003,0.008,-9.999,0.006,0.002,0.004,0.002
10/07/08,11,0.002,0.002,0.000,0.003,0.005,0.000,0.001,-9.999,0.006,0.003,0.007,0.005,0.004,0.004,-9.999,0.001,-9.999,0.000,0.001,0.003,0.003,0.002,0.002,0.006,-9.999,0.004,0.002,0.003,0.000
10/07/08,12,0.001,0.002,0.000,0.003,0.005,0.000,0.000,-9.999,0.005,0.004,0.007,0.004,0.004,0.004,-9.999,0.000,-9.999,0.000,0.001,0.002,0.002,0.002,0.002,0.006,-9.999,0.004,0.002,0.003,-9.999
10/07/08,13,0.000,0.002,0.000,0.003,0.004,0.000,0.000,-9.999,0.006,0.003,0.006,0.004,0.004,0.007,-9.999,0.000,-9.999,0.000,0.001,0.002,0.002,0.002,0.002,0.005,-9.999,0.003,0.002,0.003,-9.999
10/07/08,14,0.000,0.001,0.000,0.003,0.004,0.000,0.000,-9.999,0.005,0.003,0.006,0.004,0.004,0.005,-9.999,0.000,-9.999,0.000,0.001,0.002,0.002,0.002,0.002,0.005,-9.999,0.003,0.002,0.002,-9.999
10/07/08,15,0.000,0.001,0.000,0.004,0.005,0.000,0.001,-9.999,0.006,0.004,0.007,0.005,0.004,0.004,-9.999,0.000,-9.999,0.000,0.002,0.002,0.002,0.003,0.002,0.005,-9.999,0.002,0.002,0.002,0.000
10/07/08,16,0.000,0.001,0.000,0.004,0.005,0.000,0.001,-9.999,0.006,0.004,0.007,0.004,0.004,0.004,-9.999,0.000,-9.999,0.000,0.002,0.002,0.002,0.003,0.002,0.004,-9.999,0.003,0.002,0.002,0.000
10/07/08,17,0.000,0.001,0.000,0.004,0.004,0.000,0.000,0.004,0.005,0.003,0.007,0.004,0.003,0.005,-9.999,0.000,-9.999,0.000,0.002,0.003,0.002,0.002,0.002,0.005,-9.999,0.005,0.001,0.003,0.001
10/07/08,18,0.001,0.001,0.001,0.005,0.005,0.000,0.000,0.005,0.006,0.004,0.006,0.004,0.004,0.005,-9.999,0.000,-9.999,0.000,0.002,0.003,0.002,0.003,0.002,0.006,-9.999,0.003,0.002,0.003,0.001
10/07/08,19,0.002,0.001,0.000,0.005,0.006,0.000,0.001,0.005,0.007,0.007,0.006,0.004,0.003,0.004,-9.999,0.000,-9.999,0.000,0.002,0.003,0.002,0.003,0.002,0.004,-9.999,0.003,0.002,0.002,0.000
10/07/08,20,0.003,0.001,0.000,0.003,0.006,0.000,0.000,0.006,0.006,0.004,0.006,0.004,0.003,0.005,-9.999,0.000,-9.999,0.000,0.002,0.002,0.002,0.002,0.002,0.004,-9.999,0.002,0.003,0.003,0.000
10/07/08,21,0.004,0.003,0.001,0.002,0.005,0.000,0.000,0.005,0.005,0.005,0.006,0.004,0.003,0.005,-9.999,0.000,-9.999,0.000,0.002,0.002,0.002,0.002,0.002,0.004,-9.999,0.003,0.003,0.003,0.000
10/07/08,22,0.004,0.002,0.000,0.002,0.005,0.000,0.001,0.005,0.005,0.003,0.006,0.005,0.003,0.005,-9.999,0.000,-9.999,0.000,0.001,0.002,0.002,0.001,0.002,0.005,-9.999,0.002,0.006,0.003,0.000
10/07/08,23,0.002,0.001,0.000,0.002,0.004,0.000,0.000,0.005,0.004,0.003,0.006,0.004,0.003,0.004,-9.999,0.000,-9.999,0.000,0.003,0.003,0.002,0.000,0.002,0.005,-9.999,0.004,0.004,0.003,0.000
10/07/08,24,0.002,0.001,0.000,0.002,0.004,0.000,0.001,0.005,0.005,0.004,0.005,0.004,0.003,0.004,-9.999,0.000,-9.999,0.000,0.004,0.003,0.001,0.000,0.001,0.006,-9.999,0.002,0.003,0.003,0.000
11/07/08,1,0.001,0.001,0.000,0.002,0.005,0.000,0.000,0.005,0.006,0.004,0.005,0.004,0.003,0.002,-9.999,0.000,-9.999,0.000,0.003,0.002,0.002,0.000,0.001,0.004,-9.999,0.002,0.002,0.002,0.000
11/07/08,2,0.001,0.001,0.000,0.002,0.004,0.000,0.000,0.004,0.005,0.005,0.004,0.003,0.003,0.002,-9.999,0.000,-9.999,0.000,0.003,0.002,0.002,0.000,0.001,0.004,-9.999,0.001,0.002,0.001,0.000
11/07/08,3,0.000,0.001,0.000,0.002,0.005,0.000,0.000,0.004,0.006,0.009,0.005,0.003,0.003,0.002,-9.999,0.000,-9.999,0.003,0.004,0.003,0.002,0.000,0.001,0.004,-9.999,0.002,0.001,0.001,0.000
11/07/08,4,0.001,0.001,0.000,0.002,0.005,0.000,0.000,0.005,0.008,0.010,0.005,0.003,0.003,0.003,-9.999,0.000,-9.999,0.003,0.006,0.005,0.002,0.000,0.001,0.004,-9.999,0.002,0.001,0.002,0.004
11/07/08,5,0.002,0.001,0.003,0.002,0.007,0.000,0.000,0.005,0.010,0.012,0.006,0.004,0.003,0.003,-9.999,0.000,-9.999,0.008,0.006,0.006,0.002,0.000,0.002,0.005,-9.999,0.004,0.001,0.003,0.001
11/07/08,6,0.005,0.003,0.005,0.003,0.008,0.000,0.000,0.005,0.012,0.013,0.007,0.006,0.003,0.003,-9.999,0.000,-9.999,0.007,0.006,0.006,0.004,0.000,0.003,0.006,-9.999,0.005,0.002,0.004,0.000
11/07/08,7,0.007,0.005,0.004,0.005,0.008,0.000,0.002,0.005,0.010,0.013,0.007,0.013,0.004,0.006,-9.999,0.002,-9.999,0.007,0.005,0.006,0.003,0.001,0.004,0.008,-9.999,0.006,0.003,0.007,0.004
11/07/08,8,0.009,0.005,0.007,0.008,0.011,0.001,0.003,0.005,0.017,0.022,0.007,0.017,0.006,0.007,-9.999,0.000,-9.999,0.010,0.005,0.011,0.004,0.004,0.006,0.008,-9.999,0.004,0.003,0.015,0.004
11/07/08,9,0.005,0.003,0.014,0.011,0.010,0.002,0.002,-9.999,0.019,-9.999,0.009,0.008,0.007,0.007,-9.999,0.001,-9.999,0.004,0.007,0.006,-9.999,0.007,0.006,0.007,-9.999,0.006,0.002,-9.999,0.003
11/07/08,10,0.002,0.003,0.004,0.008,0.006,0.001,0.001,-9.999,0.009,-9.999,0.009,0.006,0.006,0.005,-9.999,0.002,-9.999,0.000,0.003,0.004,0.003,0.005,0.007,0.006,-9.999,0.005,0.002,-9.999,0.002
11/07/08,11,0.001,0.002,0.001,0.005,0.005,0.000,0.001,0.003,0.006,0.005,0.009,0.004,0.004,0.004,-9.999,0.001,-9.999,0.000,0.004,0.003,0.002,0.003,0.003,0.005,-9.999,0.004,0.002,-9.999,0.000
11/07/08,12,-9.999,0.002,0.000,0.004,0.005,0.000,0.000,0.002,0.005,0.005,0.008,0.005,0.004,0.003,-9.999,0.001,-9.999,0.000,0.003,0.002,0.002,0.002,0.002,0.005,-9.999,0.003,0.002,-9.999,0.000
11/07/08,13,0.001,0.001,0.000,0.004,0.005,0.000,0.000,0.002,-9.999,0.005,0.007,0.004,0.004,0.004,-9.999,0.000,-9.999,0.000,0.003,0.002,0.002,0.001,0.002,0.005,-9.999,0.003,0.002,0.002,0.001
11/07/08,14,0.000,0.001,0.000,0.004,0.005,0.000,0.000,0.003,0.003,0.004,0.009,0.003,0.003,0.005,-9.999,0.000,-9.999,0.000,0.002,0.002,-9.999,0.001,0.002,0.004,-9.999,0.002,0.002,0.002,0.000
11/07/08,15,0.000,0.001,0.000,0.004,0.004,0.000,0.000,0.005,0.003,0.004,0.008,0.003,0.004,0.004,-9.999,0.000,-9.999,0.000,0.002,0.003,0.002,0.002,0.002,0.004,-9.999,0.004,0.002,0.002,0.000
11/07/08,16,0.001,0.001,0.000,0.004,0.004,0.000,0.000,0.003,0.003,0.004,0.007,0.003,0.003,0.004,-9.999,0.000,-9.999,0.000,0.002,0.003,0.002,0.001,0.002,0.004,-9.999,0.004,0.002,0.002,0.000
11/07/08,17,0.001,0.001,0.000,0.004,0.005,0.000,0.000,0.003,0.002,0.003,0.007,0.003,0.003,0.005,-9.999,0.000,-9.999,0.000,0.002,0.003,0.002,0.000,0.002,0.005,-9.999,0.003,0.002,0.003,0.000
11/07/08,18,0.001,0.001,0.000,0.004,0.006,0.000,0.000,0.003,0.003,0.004,0.007,0.004,0.003,0.005,-9.999,0.000,-9.999,0.000,0.002,0.003,0.002,0.001,0.002,0.004,-9.999,0.003,0.002,0.003,0.000
11/07/08,19,0.002,0.002,0.000,0.003,0.005,0.000,0.000,0.003,0.002,0.003,0.006,0.006,0.005,0.005,-9.999,0.000,-9.999,0.000,0.003,0.002,0.002,0.001,0.004,0.004,-9.999,0.004,0.002,0.003,0.000
11/07/08,20,0.001,0.002,0.000,0.003,0.005,0.000,0.000,0.004,0.003,0.004,0.006,0.006,0.005,0.003,-9.999,0.000,-9.999,0.000,0.004,0.002,0.002,0.001,0.003,0.005,-9.999,0.005,0.001,0.003,0.000
11/07/08,21,0.003,0.002,0.002,0.002,0.005,0.000,0.000,0.003,0.002,0.004,0.006,0.005,0.005,0.004,-9.999,0.000,-9.999,0.000,0.002,0.002,0.002,0.000,0.003,0.006,-9.999,0.004,0.001,0.003,0.002
11/07/08,22,0.002,0.002,0.000,0.002,0.005,0.000,0.000,0.003,0.002,0.004,0.006,0.006,0.004,0.004,-9.999,0.000,-9.999,0.000,0.002,0.002,0.003,0.000,0.002,0.006,-9.999,0.005,0.002,0.004,0.001
11/07/08,23,0.001,0.002,0.000,0.003,0.005,0.000,0.000,0.002,0.002,0.004,0.006,0.005,0.004,0.004,-9.999,0.000,-9.999,0.000,0.002,0.003,0.003,0.000,0.003,0.006,-9.999,0.005,0.001,0.003,0.001
11/07/08,24,0.001,0.002,0.000,0.002,0.005,0.000,0.000,0.002,0.002,0.003,0.006,0.004,0.004,0.003,-9.999,0.000,-9.999,0.000,0.002,0.002,0.002,0.000,0.002,0.006,-9.999,0.004,0.001,0.004,0.004
12/07/08,1,0.002,0.002,0.000,0.002,0.005,0.000,0.000,0.002,0.001,0.003,-9.999,0.004,0.004,0.003,-9.999,0.000,-9.999,0.000,0.001,0.002,0.002,0.000,0.002,0.005,-9.999,0.003,0.001,0.002,0.004
12/07/08,2,0.002,0.001,0.000,0.002,0.004,0.000,0.000,0.002,0.002,0.003,0.005,0.004,0.004,0.003,-9.999,0.000,-9.999,0.000,0.001,0.003,0.002,0.000,0.002,0.005,-9.999,0.003,0.001,0.003,0.006
12/07/08,3,0.001,0.001,0.000,0.002,0.005,0.000,0.000,0.001,0.003,0.004,0.005,0.004,0.003,0.003,-9.999,0.000,-9.999,0.000,0.001,0.003,0.002,0.000,0.002,0.006,-9.999,0.003,0.001,0.003,0.002
12/07/08,4,0.000,0.001,0.000,0.001,0.004,0.000,0.000,0.002,0.001,0.003,0.005,0.005,0.003,0.004,-9.999,0.000,-9.999,0.000,0.001,0.002,0.002,0.000,0.002,0.006,-9.999,0.003,0.001,0.003,0.001
12/07/08,5,0.001,0.001,0.000,0.002,0.005,0.000,0.000,0.002,0.001,0.004,0.005,0.003,0.003,0.003,-9.999,0.000,-9.999,0.000,0.001,0.002,0.002,0.000,0.002,0.005,-9.999,0.003,0.001,0.002,0.002
12/07/08,6,0.001,0.001,0.000,0.003,0.005,0.000,0.000,0.001,0.002,0.006,0.005,0.004,0.003,0.004,-9.999,0.000,-9.999,0.000,0.002,0.002,0.002,0.000,0.002,0.005,-9.999,0.004,0.001,0.003,0.001
12/07/08,7,0.004,0.002,0.002,0.004,0.006,0.000,0.000,0.001,0.003,0.006,0.007,0.005,0.004,0.003,-9.999,0.000,-9.999,0.000,0.002,0.006,0.002,0.000,0.003,0.006,-9.999,0.004,0.001,0.003,0.001
12/07/08,8,0.006,0.003,0.001,0.003,0.009,0.000,0.000,0.003,0.003,0.007,0.006,0.006,0.004,0.005,-9.999,0.000,-9.999,0.001,0.002,0.047,0.002,0.000,0.003,0.007,-9.999,0.005,0.002,0.006,0.001
12/07/08,9,0.005,0.004,0.002,0.006,0.028,0.000,0.000,0.007,0.007,0.016,0.006,0.006,0.004,0.004,-9.999,0.001,-9.999,0.006,0.007,0.068,0.003,0.001,0.003,0.006,-9.999,0.005,0.002,0.004,0.001
12/07/08,10,0.002,0.002,0.003,0.009,0.048,0.000,0.000,0.019,0.008,0.009,0.007,0.005,0.004,0.004,-9.999,0.001,-9.999,0.008,0.012,0.065,0.002,-9.999,0.003,0.005,-9.999,0.005,0.015,0.003,0.000
12/07/08,11,0.001,0.001,0.003,0.008,0.051,0.000,0.000,0.020,0.006,0.010,0.008,0.004,0.004,0.004,-9.999,0.001,-9.999,0.017,0.010,0.082,0.002,0.000,0.003,0.005,-9.999,0.004,0.009,0.003,0.000
12/07/08,12,0.013,0.002,0.001,0.008,0.030,0.003,0.005,0.026,0.012,0.027,0.024,0.006,0.004,0.005,-9.999,0.009,-9.999,0.044,0.033,0.019,0.002,0.001,0.003,0.006,-9.999,0.004,0.003,0.003,0.000
